Time,Speed,RPM,Gear,Steering,Weather,Temperature,Humidity,Lux,RoadSpeedLimit,FrontDistance,DistanceOverRange,ClosingSpeed,TTC,TTCRisk,TTCThrottle,TTCBrake,TTCGearDown,TTCHazard,RoadRisk,RoadSurfaceGrade,RoadShockGrade,RoadThrottle,RoadBrake,RoadSpeedLimitCmd,RoadGearDown,VisionRisk,VisionLuxGrade,VisionWeatherGrade,VisionThrottle,VisionSpeedLimitCmd,VisionHeadlight,VisionHazard,PostureRisk,PostureRollGrade,PostureYawGrade,PostureLateralGrade,PostureThrottle,PostureBrake,PostureSteerRateLimit,PostureGearDown,FinalRisk,FinalThrottle,FinalBrake,FinalSteering,FinalSteerRateLimit,FinalSpeedLimit,FinalGearDown,Headlight,Hazard,ManualMode,AutonomousControl,EmergencyStop
0.05,1.76,800,1,12,0,22.0,30.0,21885.2,100,999.0,True,0.0,20.0,0,10,0,False,False,0,DRY,NORMAL,10,0,100,False,0,BRIGHT,CLEAR,10,100,False,False,0,SAFE,SAFE,SAFE,10,0,100,False,0,10,0,12,100,100,False,False,False,False,True,False
0.1,3.53,1146,1,12,0,22.0,30.0,21885.2,86.9,999.0,True,0.0,20.0,0,10,0,False,False,0,DRY,NORMAL,10,0,86.90345349011899,False,0,BRIGHT,CLEAR,10,86.90345349011899,False,False,0,SAFE,SAFE,SAFE,10,0,100,False,0,10,0,12,100,86.90345349011899,False,False,False,False,True,False
0.15,5.29,1719,1,12,0,22.0,30.0,21885.2,87.1,999.0,True,0.0,20.0,0,10,0,False,False,0,DRY,NORMAL,10,0,87.0712162112461,False,0,BRIGHT,CLEAR,10,87.0712162112461,False,False,0,SAFE,SAFE,SAFE,10,0,100,False,0,10,0,12,100,87.0712162112461,False,False,False,False,True,False
0.2,7.06,2292,1,12,0,22.0,30.0,21885.2,87.3,999.0,True,0.0,20.0,0,10,0,False,False,0,DRY,NORMAL,10,0,87.30826693109955,False,0,BRIGHT,CLEAR,10,87.30826693109955,False,False,0,SAFE,SAFE,SAFE,10,0,100,False,0,10,0,12,100,87.30826693109955,False,False,False,False,True,False
0.25,4.12,1339,1,12,0,22.0,30.0,21885.2,87.5,999.0,True,0.0,20.0,0,10,0,False,False,0,DRY,NORMAL,10,0,87.47419498642269,False,0,BRIGHT,CLEAR,10,87.47419498642269,False,False,0,SAFE,SAFE,SAFE,10,0,100,False,0,10,0,12,100,87.47419498642269,False,False,False,False,True,False
0.3,1.92,800,1,12,0,22.0,30.0,21885.2,87.2,999.0,True,0.0,20.0,0,10,0,False,False,0,DRY,NORMAL,10,0,87.17293689452578,False,0,BRIGHT,CLEAR,10,87.17293689452578,False,False,0,SAFE,SAFE,SAFE,10,0,100,False,0,10,0,12,100,87.17293689452578,False,False,False,False,True,False
0.35,1.45,800,1,12,0,22.0,30.0,21885.2,85.8,999.0,True,0.0,20.0,0,10,0,False,False,0,DRY,NORMAL,10,0,85.83257980943463,False,0,BRIGHT,CLEAR,10,85.83257980943463,False,False,0,SAFE,SAFE,SAFE,10,0,100,False,0,10,0,12,100,85.83257980943463,False,False,False,False,True,False
0.4,1.86,800,1,12,0,22.0,30.0,21885.2,87.5,999.0,True,0.0,20.0,0,10,0,False,False,0,DRY,NORMAL,10,0,87.47419498642269,False,0,BRIGHT,CLEAR,10,87.47419498642269,False,False,0,SAFE,SAFE,SAFE,10,0,100,False,0,10,0,12,100,87.47419498642269,False,False,False,False,True,False
0.45,2.62,850,1,12,0,22.0,30.0,21885.2,87.5,999.0,True,0.0,20.0,0,10,0,False,False,0,DRY,NORMAL,10,0,87.47419498642269,False,0,BRIGHT,CLEAR,10,87.47419498642269,False,False,0,SAFE,SAFE,SAFE,10,0,100,False,0,10,0,12,100,87.47419498642269,False,False,False,False,True,False
0.5,3.39,1102,1,12,0,22.0,30.0,21885.2,87.5,999.0,True,0.0,20.0,0,10,0,False,False,0,DRY,NORMAL,10,0,87.47419498642269,False,0,BRIGHT,CLEAR,10,87.47419498642269,False,False,0,SAFE,SAFE,SAFE,10,0,100,False,0,10,0,12,100,87.47419498642269,False,False,False,False,True,False
0.55,3.92,1273,1,12,0,22.0,30.0,21885.2,87.5,999.0,True,0.0,20.0,0,10,0,False,False,0,DRY,NORMAL,10,0,87.47419498642269,False,0,BRIGHT,CLEAR,10,87.47419498642269,False,False,0,SAFE,SAFE,SAFE,10,0,100,False,0,10,0,12,100,87.47419498642269,False,False,False,False,True,False
0.6,4.79,1556,1,12,0,22.0,30.0,21885.2,87.5,999.0,True,0.0,20.0,0,10,0,False,False,0,DRY,NORMAL,10,0,87.47419498642269,False,0,BRIGHT,CLEAR,10,87.47419498642269,False,False,0,SAFE,SAFE,SAFE,10,0,100,False,0,10,0,12,100,87.47419498642269,False,False,False,False,True,False
0.65,5.44,1767,1,12,0,22.0,30.0,21885.2,87.5,999.0,True,0.0,20.0,0,10,0,False,False,0,DRY,NORMAL,10,0,87.47419498642269,False,0,BRIGHT,CLEAR,10,87.47419498642269,False,False,0,SAFE,SAFE,SAFE,10,0,100,False,0,10,0,12,100,87.47419498642269,False,False,False,False,True,False
