cycle,sim_ns,rst_n,s0_sample_seq_axi,s0_seq_pre,s1_valid_s1,s1_distance,s1_approach_speed,s1_gyro_z,s1_accel_z,s1_temperature,s1_humidity,s1_lux,s1_delta_distance,s1_delta_gyro_z,s1_delta_accel_z,s1_delta_temp,s1_pred_gyro_z_1,s1_pred_distance,s1_gyro_z_x_S_GYR,s2_range_err,s2_jump_err,s2_stuck_err,s2_noise_err,s2_timeout_err,s2_timeout_phase_cnt,s2b_cons_gyro_z,s2b_cons_accel_x,s2b_cons_distance,s3_rel_distance,s3_rel_gyro_z,s3_rel_accel_z,s3_rel_temp,s3_rel_hum,s4_collision,s4_road_A,s4_road_B,s4_vision_A,s4_posture_C,s4e_collision,s4e_road_A,s4e_road_B,s4e_vision_A,s4e_posture_C,s5_eff_road_A,s5_eff_posture_C,s5_col_brake,s5_road_B_brake,s5_surface_cap,s5_lateral_cap,s5_brake_cap,s5_requested_brake,s5_final_brake,s5_final_accel,s5_td,s5_mrm,s5_hud,s5_td_remain,s5_valid_out
0,5000,0,x,x,x,X,X,x,x,x,X,X,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,x,x,15,15,15,x,x,x,x,x,0,x,x
2036,20365000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2037,20375000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2038,20385000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2039,20395000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2040,20405000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2041,20415000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2042,20425000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2043,20435000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2044,20445000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2045,20455000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2046,20465000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2047,20475000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2048,20485000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2049,20495000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2050,20505000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2051,20515000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2052,20525000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2053,20535000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2054,20545000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2055,20555000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2056,20565000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2057,20575000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2058,20585000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2059,20595000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2060,20605000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2061,20615000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2062,20625000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2063,20635000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2064,20645000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2065,20655000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2066,20665000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2067,20675000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2068,20685000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2069,20695000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2070,20705000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2071,20715000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2072,20725000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2073,20735000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2074,20745000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2075,20755000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2076,20765000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2077,20775000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2078,20785000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2079,20795000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2080,20805000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2081,20815000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2082,20825000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2083,20835000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2084,20845000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2085,20855000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2086,20865000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2087,20875000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2088,20885000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2089,20895000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2090,20905000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2091,20915000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2092,20925000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2093,20935000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2094,20945000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2095,20955000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2096,20965000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2097,20975000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2098,20985000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2099,20995000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2100,21005000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2101,21015000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2102,21025000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2103,21035000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2104,21045000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2105,21055000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2106,21065000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2107,21075000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2108,21085000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2109,21095000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2110,21105000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2111,21115000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2112,21125000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2113,21135000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2114,21145000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2115,21155000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2116,21165000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2117,21175000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2118,21185000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2119,21195000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2120,21205000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2121,21215000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2122,21225000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2123,21235000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2124,21245000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2125,21255000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2126,21265000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2127,21275000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2128,21285000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2129,21295000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2130,21305000,1,15,15,0,20000,0,0,976,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2131,21315000,1,15,15,0,20000,0,0,974,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2132,21325000,1,15,15,0,20000,0,0,974,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2133,21335000,1,15,15,0,20000,0,0,974,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2134,21345000,1,15,15,0,20000,0,0,974,221,42,29888,0,-1,-1,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2135,21355000,1,15,15,0,20000,0,-2,974,221,42,29888,0,-1,-1,0,0,0,-2048,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2136,21365000,1,15,15,0,20000,0,-2,974,221,42,29888,0,-1,-1,0,0,0,-2048,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2137,21375000,1,15,15,0,20000,0,-2,974,221,42,29888,0,-1,-1,0,0,0,-2048,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2138,21385000,1,15,15,0,20000,0,-2,974,221,42,29888,0,-1,-1,0,0,0,-2048,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2139,21395000,1,15,15,0,20000,0,-2,974,221,42,29888,0,-1,-1,0,0,0,-2048,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2140,21405000,1,15,15,0,20000,0,-2,974,221,42,29888,0,-1,-1,0,0,0,-2048,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
2141,21415000,1,15,15,0,20000,0,-2,974,221,42,29888,0,-1,-1,0,0,0,-2048,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,8,0,0,0,11,0
