sample_seq,fault_label,reliability_word,active_detectors,invalid_channels,active_control_flags,changed_commands,input_accelerator,output_accelerator,input_brake,output_brake,input_steering_raw,output_steering_raw,input_speed_limit,output_speed_limit,td_remain_sec,invariant_violations
591,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,5664,5099,11,
592,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,5696,5128,11,
593,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,5728,5157,11,
594,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,5760,5186,11,
595,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,5792,5215,11,
596,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,5856,5272,11,
597,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,5888,5301,11,
598,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,5952,5359,11,
599,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,6016,5416,11,
600,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,6080,5474,11,
601,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;noise:humidity;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,3680,2576,11,
602,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;noise:humidity;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,3680,2576,11,
603,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:humidity;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,3776,2643,11,
604,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:humidity;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,3776,2643,11,
605,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:humidity;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,3776,2643,11,
606,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:humidity;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,3872,2711,11,
607,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:humidity;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,3872,2711,11,
608,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:humidity;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,3872,2711,11,
609,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:humidity;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,3872,2711,11,
610,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:humidity;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,4000,2800,11,
611,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,4000,2800,11,
612,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,4000,2800,11,
613,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,4096,2868,11,
614,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,4096,2868,11,
615,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,4192,2935,11,
616,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,4192,2935,11,
617,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,4288,3002,11,
618,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,4288,3002,11,
619,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,4384,3069,11,
620,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,4480,3136,11,
621,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,4480,3136,11,
622,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,4576,3204,11,
623,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,4672,3271,11,
624,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,8,0,0,0,0,0,4800,3360,11,
625,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,8,0,0,0,0,0,4800,3360,11,
626,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,8,0,0,0,0,0,4896,3428,11,
627,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,8,0,0,0,0,0,4992,3495,11,
628,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,8,0,0,0,0,0,4992,3495,11,
629,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,8,0,0,0,0,0,4992,3495,11,
630,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,8,0,0,0,0,0,4992,3495,11,
631,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,8,0,0,0,0,0,4992,3495,11,
632,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,8,0,0,0,0,0,4992,3495,11,
633,none,00155055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_y;consistency:gyro_z,,,accelerator;speed_limit,8,0,0,0,0,0,4992,3495,11,
634,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,8,0,0,0,0,0,4992,3495,11,
635,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,8,0,0,0,0,0,4992,3495,11,
636,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,8,0,0,0,0,0,4992,3495,11,
637,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,8,0,0,0,0,0,4992,3495,11,
638,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,8,0,0,0,0,0,4992,3495,11,
639,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,8,0,0,0,0,0,4992,3495,11,
640,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,4992,3495,11,
641,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,4992,3495,11,
642,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,4992,3495,11,
643,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,8,0,0,0,0,0,4992,3495,11,
644,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,8,0,0,0,0,0,4992,3495,11,
645,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,8,0,0,0,0,0,4992,3495,11,
646,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,8,0,0,0,0,0,4992,3495,11,
647,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,8,0,0,0,0,0,4992,3495,11,
648,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,8,0,0,0,0,0,4992,3495,11,
649,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;noise:gyro_z;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,4896,3428,11,
650,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,4896,3428,11,
651,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,4896,3428,11,
652,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,4800,3360,11,
653,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;noise:gyro_z;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,4800,3360,11,
654,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,4672,3271,11,
655,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,4672,3271,11,
656,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,4672,3271,11,
657,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,4576,3204,11,
658,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,4576,3204,11,
659,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,4576,3204,11,
660,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,4576,3204,11,
661,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,4576,3204,11,
662,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,4480,3136,11,
663,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,4480,3136,11,
664,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,4480,3136,11,
665,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_x;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,4480,3136,11,
666,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_x;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,4480,3136,11,
667,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_x;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,4480,3136,11,
668,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_x;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,4480,3136,11,
669,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_x;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,8,0,0,0,0,0,4480,3136,11,
670,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_x;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,8,0,0,0,0,0,4480,3136,11,
671,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_x;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,8,0,0,0,0,0,4480,3136,11,
672,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_x;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,8,0,0,0,0,0,4480,3136,11,
673,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_x;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,8,0,0,0,0,0,4480,3136,11,
674,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,8,0,0,0,0,0,4480,3136,11,
675,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,8,0,0,0,0,0,4480,3136,11,
676,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,8,0,0,0,0,0,4480,3136,11,
677,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,8,0,0,0,0,0,4480,3136,11,
678,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:gyro_z;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,8,0,0,0,0,0,4480,3136,11,
679,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:gyro_z;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,8,0,0,0,0,0,4576,3204,11,
680,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:gyro_z;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,8,0,0,0,0,0,4576,3204,11,
681,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;noise:gyro_z;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,8,0,0,0,0,0,4576,3204,11,
682,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;noise:gyro_z;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,8,0,0,0,0,0,4576,3204,11,
683,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;noise:gyro_z;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,8,0,0,0,0,0,4576,3204,11,
684,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;noise:gyro_z;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,8,0,0,0,0,0,4576,3204,11,
685,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,8,0,0,0,0,0,4576,3204,11,
686,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,8,0,0,0,0,0,4576,3204,11,
687,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,4576,3204,11,
688,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,8,0,0,0,0,0,4576,3204,11,
689,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,4576,3204,11,
690,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,8,0,0,0,0,0,4576,3204,11,
691,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,8,0,0,0,0,0,4576,3204,11,
692,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,8,0,0,0,0,0,4576,3204,11,
693,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,8,0,0,0,0,0,4576,3204,11,
694,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,8,0,0,0,0,0,4576,3204,11,
695,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,8,0,0,0,0,0,4480,3136,11,
696,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,8,0,0,0,0,0,4576,3204,11,
697,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,accelerator;speed_limit,8,0,0,0,0,0,4576,3204,11,
698,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,4576,3204,11,
699,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,4480,3136,11,
700,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,4576,3204,11,
