sample_seq,fault_label,reliability_word,active_detectors,invalid_channels,active_control_flags,changed_commands,input_accelerator,output_accelerator,input_brake,output_brake,input_steering_raw,output_steering_raw,input_speed_limit,output_speed_limit,td_remain_sec,invariant_violations
228,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
229,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
230,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
231,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
232,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
233,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
234,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
235,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
236,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
237,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,3,3,0,0,8160,7347,11,
238,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
239,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
240,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,3,3,0,0,8160,7347,11,
241,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
242,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
243,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
244,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
245,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
246,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,3,3,0,0,8160,7347,11,
247,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
248,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
249,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
250,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
251,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
252,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
253,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
254,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:approach_speed;noise:accel_x;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
255,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:approach_speed;noise:accel_x;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
256,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:approach_speed;noise:accel_x;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
257,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:approach_speed;noise:accel_x;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
258,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_x;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
259,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_x;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
260,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_x;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
261,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_x;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
262,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_x;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
263,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_x;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
264,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_x;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
265,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_x;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
266,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_x;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
267,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_x;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
268,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_x;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
269,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_x;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
270,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_x;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
271,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_x;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
272,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_x;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
273,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_x;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
274,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_x;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
275,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_x;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
276,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_x;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
277,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_x;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
278,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_x;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
279,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_x;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
280,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_x;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
281,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_x;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
282,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_x;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
283,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_x;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
284,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_x;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
285,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_x;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
286,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_x;consistency:accel_x;consistency:accel_y;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
287,none,00154015,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_x;consistency:accel_x;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
288,none,00154015,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_x;consistency:accel_x;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
289,none,00154015,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_x;consistency:accel_x;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,8160,7347,11,
290,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_x;noise:accel_y;consistency:accel_x;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,8160,7347,11,
291,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_x;noise:accel_y;consistency:accel_x;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,8160,7347,11,
292,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_x;noise:accel_y;consistency:accel_x;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
293,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,8160,7347,11,
294,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
295,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
296,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
297,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
298,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
299,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,8160,7347,11,
300,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
301,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,8160,7347,11,
302,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,8160,7347,11,
303,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,8160,7347,11,
304,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,8160,7347,11,
305,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
306,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
307,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
308,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
309,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:accel_y;consistency:accel_x;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
310,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
311,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
312,none,00154055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x;consistency:gyro_z,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
313,none,00155055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;noise:gyro_y;consistency:accel_x;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,8160,7347,11,
314,none,00155055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;noise:gyro_y;consistency:accel_x;consistency:gyro_z,,,accelerator;speed_limit,10,0,0,0,0,0,8160,7347,11,
315,none,00151055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:approach_speed;noise:accel_y;noise:gyro_y;consistency:accel_x,,,accelerator;speed_limit,10,0,0,0,0,0,8160,7347,11,
316,none,00151055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:approach_speed;noise:accel_y;noise:gyro_y;consistency:accel_x,,,accelerator;speed_limit,10,0,0,0,0,0,8160,7347,11,
317,none,00151055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:approach_speed;noise:accel_y;noise:gyro_y;consistency:accel_x,,,accelerator;speed_limit,10,0,0,0,0,0,8160,7347,11,
318,none,00151055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:approach_speed;noise:accel_y;noise:gyro_y;consistency:accel_x,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
319,none,00151055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:approach_speed;noise:accel_y;noise:gyro_y;consistency:accel_x,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
320,none,00151055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:approach_speed;noise:accel_y;noise:gyro_y;consistency:accel_x,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
321,none,00151055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:approach_speed;noise:accel_y;noise:gyro_y;consistency:accel_x,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
322,none,00150055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:approach_speed;noise:accel_y;consistency:accel_x,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
323,none,00150055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:accel_y;consistency:accel_x,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
324,none,00150055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:approach_speed;noise:accel_y;consistency:accel_x,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
325,none,00150055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:accel_y;consistency:accel_x,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
326,none,00150055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x,,,accelerator;speed_limit,10,0,0,0,0,0,8160,7347,11,
327,none,00150055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x,,,accelerator;speed_limit,10,0,0,0,0,0,8160,7347,11,
328,none,00150055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x,,,accelerator;speed_limit,10,0,0,0,0,0,8160,7347,11,
329,none,00150055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x,,,accelerator;speed_limit,10,0,0,0,0,0,8160,7347,11,
330,none,00150055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
331,none,00150055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
332,none,00150055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
333,none,00150055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
334,none,00150055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
335,none,00150055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x,,,accelerator;speed_limit,10,0,0,0,0,0,8160,7347,11,
336,none,00150055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
337,none,00150055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:accel_y;consistency:accel_x,,,accelerator;speed_limit,10,0,0,0,0,0,8160,7347,11,
338,none,00150055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x,,,accelerator;speed_limit,10,0,0,0,0,0,8160,7347,11,
339,none,00150055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x,,,accelerator;speed_limit,10,0,0,0,0,0,8160,7347,11,
340,none,00150055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x,,,accelerator;speed_limit,10,0,0,0,0,0,8160,7347,11,
341,none,00150055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:accel_y;consistency:accel_x,,,accelerator;speed_limit,10,0,0,0,0,0,8160,7347,11,
342,none,00150055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
343,none,00150055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
344,none,00150055,jump:distance;jump:approach_speed;stuck:temperature;stuck:humidity;stuck:lux;noise:distance;noise:approach_speed;noise:accel_y;consistency:accel_x,,,speed_limit,0,0,0,0,0,0,8160,7347,11,
