sample_seq,host_gap_ns,reg0,reg1,reg2,reg3,reg4,reg5,reg6,reg7,reg8,reg9
1,0,00000000,000003D5,00000000,00000000,00002354,3C004E20,2BFCE494,4007F816,00000001,00000001
2,563927300,07FF07FF,0000F800,00000000,00000000,00002354,3C004E20,2BF8E494,4007F816,00000001,00000002
3,187854400,00000000,00000001,00000000,00000000,00002354,3C004E20,2BF4E494,4007F816,00000001,00000003
4,147617900,00000000,00000001,00000000,00000000,00002354,3C004E20,2BF0E494,4007F816,00000001,00000004
5,133300500,00000000,00000001,00000000,00000000,00002354,3C004E20,2BF0E494,5007F816,00000001,00000005
6,148638100,FFFF007D,000006BB,00000000,00000000,00002354,3C004E20,2BF4E494,5007F816,00000001,00000006
7,145169800,FFFF005D,000007FF,0000FFFE,00000000,00002354,3C004E20,2BFCE494,4007F816,00000001,00000007
8,165487400,000201C8,000007FF,FFFFFFFE,00010000,00002354,3C004E20,2BFCE494,4007F816,00000021,00000008
9,157894800,FFFE0186,00000677,000EFFFE,00010000,00002354,3C004E20,2800E494,4007F816,00000021,00000009
10,135581400,000D01E5,00000513,FFDEFFFF,00020000,00012351,3C004E20,2800E494,4007F816,00000021,0000000A
11,171896200,FFEE01B0,0000043A,0008FFFF,00020000,00012352,3C004E20,2800E494,4007F816,00000021,0000000B
12,145098300,000801B8,000003C1,FFFC0000,00020000,00012352,3C004E20,2800E494,4007F816,00000021,0000000C
13,141092100,000301A5,00000389,FFF7FFFF,00020000,00022350,3C004E20,2800E494,4007F816,00000021,0000000D
14,130796300,FFFE019A,00000378,FFFF0000,00020000,00022350,3C004E20,2800E494,4007F816,00000021,0000000E
15,115433600,FFFB01BD,0000037C,00000000,00020000,00032350,3C004E20,2800E494,4007F816,00000021,0000000F
16,117994900,00040188,0000038B,00000000,00020000,00032350,3C004E20,2800E494,5007F816,00000021,00000010
17,113124400,FFFE01A9,0000039C,00000000,00020000,00032350,3C004E20,2800E494,5007F816,00000021,00000011
18,129712400,FFFD0180,000003AD,00000000,00020000,00032350,3C004E20,2800E494,5007F816,00000021,00000012
19,118641700,0005019E,000003BA,00000000,00020000,00042350,3C004E20,2800E494,5007F816,00000021,00000013
20,105375100,FFFE0164,000003C5,00000000,00020000,00042350,3C004E20,2800E494,5007F816,00000020,00000014
21,95677800,FFFE016F,000003CC,00000000,00020000,00042350,3C004E20,2800E494,5007F816,00000020,00000015
22,101269300,00030177,000003D1,00000000,00020000,00052350,3C004E20,2800E494,5007F816,00000020,00000016
23,92409100,FFFE0186,000003D3,00000000,00020000,00052350,3C004E20,2800E494,5007F816,00000020,00000017
24,102075300,FFFD0186,000003D5,00000000,00020000,00052350,3C004E20,2800E494,6007F816,00000020,00000018
25,98883500,0005018F,000003D6,00000000,00020000,00062350,3C004E20,2800E494,6007F816,00000020,00000019
26,104093300,FFFD018D,000003D6,00000000,00020000,00062350,3C004E20,2800E494,6007F816,00000020,0000001A
27,103517600,FFFE0197,000003D6,00000000,00020000,00062350,3C004E20,2800E494,6007F816,00000020,0000001B
28,105146600,0003019C,000003D6,00000000,00020000,00072350,3C004E20,2800E494,6007F816,00000020,0000001C
29,118340000,FFFE01A8,000003D6,00000000,00020000,00072350,3C004E20,2800E494,6007F816,00000020,0000001D
30,88218100,000101B5,000003D5,00000000,00020000,00072350,3C004E20,2801440D,6007F816,00000020,0000001E
31,98967400,000001C6,000003DB,00000000,00030000,00082350,3C004E20,2801440D,6007F816,00000020,0000001F
32,100988200,FFFE01A6,000003D5,00000000,00030000,00082350,3C004E20,2801440D,7007F816,00000020,00000020
33,100082300,FFFE0076,000003D3,00000001,00020000,00082350,3C004E20,2801440D,7007F816,00000020,00000021
