sample_seq,host_gap_ns,reg0,reg1,reg2,reg3,reg4,reg5,reg6,reg7,reg8,reg9
1,0,00030000,00020002,00010004,00000000,0000B9E2,3E004E20,2BFCE4B9,40FFF8DD,033C0001,00000001
2,54906800,00070002,00070003,00000007,00000000,0000B9E2,3C004E20,2BF8E49F,40FD70DD,04780001,00000002
3,62662200,00090005,000B0002,FFFE0007,00000000,0000B9E2,3A004E20,2BF4E482,40FD80DD,04B40001,00000003
4,45185900,00010003,0004FFFF,FFFCFFFE,00000000,0000B9E2,3A004E20,2BF0E465,40FD90DC,04F00001,00000004
5,41917000,FFFF0002,0002FFFE,FFFCFFFC,00000000,0000B9E2,3A004E20,2BF0E44E,50FDA0DB,042C0001,00000005
6,44978600,FFFB0043,00000115,FFFCFFFD,00000000,00FFB9E2,3C004E20,2BF0E440,50FDB0DB,04480F81,00000006
7,132828300,FFEE00F0,FFFE060E,0037FFFD,00000000,0000B9E5,3E004E20,2BF8E43D,50FDB0DC,043004C1,00000007
8,13347800,00030134,FFFD060E,FFF3FFFF,00010000,FF00B9E3,3E004E20,2BFCE447,40FD80DC,0463F8E1,00000008
9,51396100,FFF501B0,FFFA060E,FFE0000F,FFFF0000,FF01B9E0,3C004E20,2800E45A,40FD70DD,041FE021,00000009
10,49386400,000301CC,FFFE05F8,FFE70005,FFFD0001,FF01B9D9,3A004E20,2800E475,40FD80DD,0467D621,0000000A
11,49269400,FFEA01EF,0001048E,FFF8FFFF,FFFD0001,FF01B9D4,3A004E20,2800E494,40FDA0DC,047BDB61,0000000B
12,50563700,FFED0196,000303E3,000CFFFC,FFFE0001,FF01B9D2,3A004E20,2800E4B0,40FDB8DB,0473CFE1,0000000C
13,49911700,FFFC018E,0004038C,FFFBFFFA,FFFF0001,FF02B9CF,3C004E20,2800E4C7,40FDC0DB,0463C4E1,0000000D
14,50943500,00000194,0003036B,FFE7FFF9,00000000,FF02B9C9,3E004E20,2800E4D4,40FDD0DB,044BCA21,0000000E
15,50571900,FFF1018B,00010369,FFE9FFFB,00010000,FF02B9C2,3E004E20,2800E4D6,40FDE8DC,0437BF21,0000000F
16,52524500,FFF90186,FFFF0376,FFDEFFFE,00010000,FF03B9BA,3E004E20,2800E4CD,50FE10DD,0523B3E1,00000010
17,50337600,FFF20189,FFFD0389,FFE30001,00020000,FF03B9B1,3C004E20,2800E4BB,50FE38DD,0517B8E1,00000011
18,50475900,FFF60189,FFFC039D,FFDB0003,00020000,FF034648,3A004E20,2800E4A2,50FE60DD,050FBDE1,00000012
19,50927900,FFF9018B,FFFC03AF,FFE10004,00020000,FF04463F,3A004E20,2800E488,50FE90DC,0507A2E1,00000013
20,51446500,FFF8018C,FFFD03BE,FFDC0002,00020000,FF044636,3C004E20,2800E471,50FEC8DB,0503A7E0,00000014
21,49352800,FFF9018F,FFFF03C9,FFE40000,00020000,FF04462D,3E004E20,2800E462,50FF08DB,0503ACE0,00000015
22,50716500,FFFD0190,000103D1,FFE0FFFE,00020000,FF054624,3E004E20,2800E45C,50FF38DC,0603B1E0,00000016
23,50743900,FFF40191,000303D6,FFE6FFFD,00020000,FF05461B,3C004E20,2BFCE462,50FF58DD,06FFA6E0,00000017
24,49663700,FFF7018F,000303D8,FFE0FFFE,00020000,FF054611,3A004E20,2BFCE472,60FF70DD,06FFABE0,00000018
25,52134100,FFF10191,000303D9,FFE50001,00020000,FF064608,3A004E20,2800E48A,60FF70DD,0603A0E0,00000019
26,52729800,FFF30192,000103D8,FFDE0003,00020000,FF0645FE,3A004E20,2800E4A6,60FFB0DC,0603A5E0,0000001A
27,53520100,FFF00196,FFFF03D6,FFDE0003,00020000,FF0645F4,3C004E20,2800E4C2,60FFB0DB,0603AAE0,0000001B
28,66362100,FFF5019C,FFFE03D4,FFDC0002,00020000,FF0745EA,3E004E20,2800E4D9,60FFB0DB,0603A020,0000001C
29,81254800,FFF301A6,FFFD03D3,FFDA0000,00020000,FF0745E0,3E004E20,2800E4E7,60FFB0DB,0603B560,0000001D
30,32185700,FFF601B3,FFFE03D3,FFDAFFFD,00020000,FF0745D6,3C004E20,280125B5,60FFB0DC,0603BAE0,0000001E
31,58647300,FFF401C4,FFFF03D9,FFDAFFFB,00030000,FF0845CD,3A004E20,280125A9,60FFB0DD,0603B0E0,0000001F
32,54850900,FFF701A6,000103D4,FFDBFFFC,00030000,FF0845C3,3A004E20,28012590,70FFB0DD,0603B520,00000020
33,149969800,FFF40076,000403D4,FFE0FFFF,00020000,FF0845BA,3C004E20,2801256D,70FFB0DC,0603C5A0,00000021
34,18231900,FFF10121,000403D4,FFE00000,00020000,FF0845B1,3E004E20,28012546,70FFB0DB,0603CB20,00000022
35,50602600,FFEC018A,000403D6,FFE20002,00020000,FF0845A8,3E004E20,28012520,70FFB0DB,0603CFA0,00000023
36,49683700,FFEA02C9,000203D5,FFE10001,00020000,FF09459E,3E004E20,28012502,B0FFB0DB,0603BB60,00000024
37,51215100,FFE902DF,000003D6,FFE00001,00030000,FF0A4594,3C004E20,280124EF,90FFB0DC,0603B2A0,00000025
38,50344100,FFEA02A1,FFFE03D5,FFDBFFFF,00030000,FF0A458A,3A004E20,280124EC,90FFB0DD,0603BB60,00000026
39,52247700,FFE80232,FFFD03D4,FFDAFFFE,00030000,FF0B457F,3A004E20,280124F6,90FFB0DD,0703B120,00000027
40,48891400,FFE8022D,FFFC03D2,FFD9FFFD,00030000,FF0B4574,3A004E20,2801250E,90FFB0DD,0603B8E0,00000028
41,51572500,FFE801EB,FFFD03D2,FFD6FFFE,00030000,FF0B4569,3C004E20,2801252D,90FFB0DC,0603BE60,00000029
42,50472900,FFE401FC,FFFF03D2,FFCF0000,00030000,FF0C455D,3E004E20,2801254F,90FFB0DB,0603B560,0000002A
43,50585700,FFDF01D2,000103D3,FFD00003,00030001,FF0C4550,3C004E20,2801256D,90FFB0DB,0603BA60,0000002B
44,50619700,FFDD01EC,000203D4,FFD10004,00030001,FF0D4544,3C004E20,28012583,90FFB0DC,0603B120,0000002C
45,50402400,FFD901CC,000303D6,FFD20005,00030001,FF0D4537,3A004E20,2801258C,90FFB0DD,0603C620,0000002D
46,51618200,FFDA01EA,000203D7,FFD10002,00030001,FF0D4529,3A004E20,28012587,90FFB0DD,0603BD20,0000002E
47,50644000,FFDA01CF,000003D8,FFD30000,00030001,FF0E451C,3C004E20,28012575,90FFB0DD,0603C220,0000002F
48,49300300,FFDA01EC,FFFE03D7,FFD2FFFD,00030001,FF0E450E,3E004E20,28012558,90FFB0DC,0603C8E0,00000030
49,50486500,FFD901D5,FFFC03D7,FFD2FFFD,00030001,FF0E44FF,3E004E20,28012535,90FFB0DB,0603CE20,00000031
50,50638700,FFD501F3,FFFC03D5,FFD0FFFD,00030001,FF0F44F1,3E004E20,28012512,A0FFB0DB,0603C520,00000032
51,49717000,FFD301E1,FFFC03D4,FFCE0000,00030001,FF0F44E2,3C004E20,2BFD24F5,A0FFB0DB,06FFCAA0,00000033
52,49731500,FFCE0201,FFFE03D3,FFCB0002,00030001,FF1044D3,3A004E20,2BFD24E3,A0FFB0DC,06FFC1A0,00000034
53,51823400,FFCD01F7,000003D3,FFC80003,00030001,FF1044C3,3A004E20,2BFD24DF,A0FFB0DD,06FFC760,00000035
54,49618400,FFC40212,000203D3,FFC50002,00030001,FF1044B3,3C004E20,2BFD24EB,A0FFB0DD,06FFCEA0,00000036
55,51729200,FFC50201,000403D4,FFC30000,00030001,FF1144A2,3E004E20,2BFD2504,A0FFB0DC,06FFC4A0,00000037
56,49568900,FFC30217,000403D5,FFC2FFFD,00030001,FF114492,3E004E20,2BFD2527,A0FFB0DC,06FFCBA0,00000038
57,50447800,FFC40209,000203D7,FFC1FFFC,00030001,FF124480,3E004E20,2BFD254F,A0FFB0DB,06FFC1E0,00000039
58,50303500,FFC10217,000103D8,FFC1FFFC,00030001,FF12446E,3C004E20,2BFD2575,A0FFB0DB,06FFD8A0,0000003A
59,50806800,FFC3020C,FFFF03D8,FFC1FFFE,00030001,FF12445C,3A004E20,2BFD2594,A0FFB0DC,06FFDF20,0000003B
60,49429200,FFB70211,FFFD03D7,FFC20000,00030001,FF134449,3A004E20,2BFD3909,A0FFB0DD,06FFD5A0,0000003C
61,52248000,FFB8020D,FFFD03D6,FFC00003,00030001,FF134436,3C004E20,2BFD390E,A0FFB0DD,06FFEC60,0000003D
62,50010200,FFB40211,FFFE03D4,FFBF0004,00030001,FF144423,3E004E20,2BFD3903,A0FFB0DD,06FFE2E0,0000003E
63,51168800,FFAD0212,000003D3,FFBC0003,00030001,FF14440F,3E004E20,2BFD38EA,A0FFB0DC,06FFE9A0,0000003F
64,48352100,FFA90216,000203D2,FFBA0001,00030001,FF1543FB,3C004E20,2BFD38C9,A0FFB0DB,06FFF060,00000040
65,50943400,FFAA021A,000303D2,FFB6FFFE,00030001,FF1543E6,3A004E20,2BFD38A4,A0FFB0DB,06FFF6E0,00000041
66,50365200,FFA5021E,000403D2,FFB3FFFD,00030002,001543D1,3A004E20,2BFD3882,A0FFB0DB,06FC0DA0,00000042
67,51400600,FFAA021F,000303D3,FFB1FFFE,00030002,001643BC,3A004E20,2BFD3868,A0FFB0DC,06FC0460,00000043
68,50527700,FFA20221,000103D5,FFAF0000,00030002,001643A6,3C004E20,2BFD385C,B0FFB0DD,06FC1B20,00000044
69,50552200,FFA00220,FFFF03D6,FFAF0002,00030002,00174390,3E004E20,2BFD385F,B0FFB0DD,06FC11E0,00000045
70,50322300,FF9D021D,FFFD03D7,FFAF0004,00030002,0017437A,3E004E20,2BFD3871,B0FFA8DC,06FC28A0,00000046
71,96987500,FF97021B,FFFC03D7,FFAF0004,00030002,00174363,3E004E20,2BFD388E,B0FF98DB,06FC2F60,00000047
72,11746300,FF910253,FFFC03D6,FFAF0002,00030002,0018434C,3C004E20,2BFD38B1,F0FF80DB,06FC3760,00000048
73,52828700,FF8F0259,FFFD03D5,FFAFFFFF,00030002,00184334,3A004E20,2BFD38D6,E0FF78DB,06FC4E60,00000049
74,50080300,FF89020A,FFFF03D4,FFAFFFFD,00030002,0019431C,3A004E20,2BFD38F4,E0FF68DC,06FC44A0,0000004A
75,50578100,FF8801D5,000103D3,FFAEFFFC,00030002,00194304,3C004E20,2BFD3907,E0FF58DD,06FC5A60,0000004B
76,50364200,FF8101B4,000203D2,FFACFFFD,00030002,001942EB,3E004E20,2BFD390C,E0FF48DD,06FC6FA0,0000004C
77,51024600,FF87019D,000203D2,FFAA0000,00030002,001A42D3,3E004E20,2BFD3900,E0FF40DD,06FC64A0,0000004D
78,51652000,FF7C018E,000103D3,FFA70002,00030002,001A42BA,3C004E20,2BFD38E6,E0FF28DC,06FC7960,0000004E
79,49784100,FF7C0182,FFFF03D4,FFA50003,00030002,001A42A1,3A004E20,2BFD38C1,E0FF18DB,06FC7E60,0000004F
80,50356500,FF75017B,FFFD03D6,FFA30003,00030002,001B4287,3A004E20,2BFD3897,E0FF08DB,05FC82E0,00000050
81,48966200,FF700175,FFFC03D7,FFA30001,00020002,001B426D,3A004E20,2BFD386E,E0FEF8DC,05FC87A0,00000051
82,50274100,FF6E0171,FFFC03D8,FFA3FFFE,00020003,001B4253,3C004E20,2BFD384D,E0FEE8DD,05FC9C20,00000052
83,51978300,FF670170,FFFD03D8,FFA3FFFC,00020003,001C4239,3E004E20,2BFD3838,E0FED8DD,05FCA0E0,00000053
84,50173500,FF650171,FFFF03D7,FFA4FFFC,00020003,001C421E,3E004E20,2BFD3832,E0FEC8DD,05FCA560,00000054
85,50116400,FF620172,000203D6,FFA4FFFE,00020003,001C4203,3C004E20,2BFD383D,E0FEB8DC,05FCBA20,00000055
86,51478900,FF660172,000303D4,FFA30001,00020003,001C41E7,3A004E20,2BFD3855,E0FEB0DB,05FCCEA0,00000056
87,50247500,FF5B0176,000403D3,FFA20003,00020003,001D41CB,3A004E20,2BFD3878,E0FEA0DB,05FCC320,00000057
88,51607600,FF5B0176,000403D3,FFA00004,00020003,001D41AF,3C004E20,2BFD389E,E0FE90DB,05FCD7E0,00000058
89,50576900,FF56016D,000203D3,FF9D0004,00020003,001D4192,3E004E20,2BFD38C2,E0FE88DC,05FCEC20,00000059
90,48937500,FF4D011F,000003D4,FF9B0002,00020003,001D4175,3E004E20,2BFD4B24,E0FE78DD,05FCEEE0,0000005A
91,51605000,FF480086,FFFE03D6,FF990000,00020003,001D4158,3E004E20,2BFD4B34,E0FE68DD,05FCFFE0,0000005B
92,49595600,FF420003,FFFD03D7,FF98FFFF,00010003,001D413B,3C004E20,28014B33,E0FE58DC,0500FF60,0000005C
