sample_seq,host_gap_ns,reg0,reg1,reg2,reg3,reg4,reg5,reg6,reg7,reg8,reg9
1,0,00030011,000203D7,00010004,00610000,00FF0008,3A004E20,2BFCE4B7,4007F8DB,003C0FC1,00000001
2,55016400,F9F2060E,0004F9F2,FFFF0003,00610000,00FF0008,3A004E20,2BF8E49E,4007F8DC,00780F81,00000002
3,81126900,00020003,00040000,FFFD0000,00610000,00FF0008,3A004E20,2BF4E482,4007F8DD,00B40F81,00000003
4,54122700,00010003,0004FFFF,FFFCFFFE,00610000,00FF0008,3C004E20,2BF0E466,4007F8DD,00F00F41,00000004
5,58775700,FFFF0002,0002FFFE,FFFCFFFC,00610000,00FF0008,3E004E20,2BF0E450,5007F8DD,002C0F01,00000005
6,55057100,FFFD0001,0000FFFE,FFFCFFFC,00610000,00FF0008,3E004E20,2BECE441,5007F8DC,00680EC1,00000006
7,139187400,FFFD00A8,FFFE0298,FFFDFFFB,00620000,00000008,3E004E20,2BF0E43D,5007F8DC,003801C1,00000007
8,13290300,FFFE00E0,FFFD060E,FFFBFFFE,00620000,00000007,3C004E20,2BF8E446,5007F8DB,00480641,00000008
9,51377100,000D0203,0015060E,FFFEFFED,0065FFFD,00000005,38004E20,2800E458,4007F8DB,00300CE1,00000009
10,49400900,FFFF023D,0001060E,FFFFFFFB,0068FFFA,00010002,38004E20,2800E474,4007F8DC,006C02E1,0000000A
11,50010300,FFF901F8,FFFE0470,000A0000,0069FFFB,00010001,3A004E20,2800E494,4007F8DC,00780921,0000000B
12,51491200,FFFD01C0,FFFF03D1,00190001,0069FFFC,00010002,3C004E20,2800E4B1,4007F8DC,006C0DE1,0000000C
13,51172300,000601BC,00000383,FFFA0000,0068FFFD,00020003,40004E20,2800E4C9,4007F8DD,00580361,0000000D
14,49949000,00010191,00000369,000AFFFF,0067FFFE,00020003,40004E20,2800E4D5,4007F8DC,004407E1,0000000E
15,50766400,FFFE018A,FFFF0369,FFF90000,0066FFFF,00020003,3E004E20,2800E4D6,4007F8DC,00300CE1,0000000F
16,49632700,FFFB0196,FFFE0378,000C0002,0066FFFF,00030004,3C004E20,2800E4CC,5007F8DC,00200161,00000010
17,49611800,FFFF0198,FFFC038C,FFFA0004,0065FFFF,00030006,38004E20,2800E4B9,5007F8DB,001006A1,00000011
18,158023100,FFFD0189,FFFB03A0,000C0005,00650000,00030008,38004E20,2800E4A1,5007F8DC,00080B21,00000012
19,12768500,00060196,FFFB03B1,FFFA0005,00650000,00040009,3A004E20,2800E488,5007F8DC,00040021,00000013
20,52186700,00010189,FFFD03BF,000B0003,00650000,0004000A,3E004E20,2800E472,5007F8DC,000004A0,00000014
