sample_seq,host_gap_ns,reg0,reg1,reg2,reg3,reg4,reg5,reg6,reg7,reg8,reg9
1,0,00030000,000203D7,00010004,00000000,0000462B,3E004E20,2BFCE4B9,4007F8DD,003C0001,00000001
2,77845300,060EF9F2,0004F9F2,FFFF0003,00000000,0000462B,3C004E20,2BF8E49F,4007F8DD,00780001,00000002
3,134419500,00020003,00040000,FFFD0000,00000000,0000462B,3A004E20,2BF4E482,4007F8DD,00B40001,00000003
4,22436400,00010003,0004FFFF,FFFCFFFE,00000000,0000462B,3A004E20,2BF0E465,4007F8DC,00F00001,00000004
5,46940900,FFFF0036,000105DB,FFFCFFF9,00020000,00FF462B,3A004E20,2BF8E44E,5007F8DB,00340EC1,00000005
6,50300800,FFFB0040,FFFF060E,001BFFFA,00020000,0000462C,3C004E20,2BFCE440,4007F8DB,002C0241,00000006
7,123585800,FFFE016E,FFFE060E,FFFCFFFC,00030000,0000462D,3E004E20,2BFCE43D,4007F8DC,00C40861,00000007
8,50637900,0001016B,FFFD05EE,FFFAFFFF,00040000,0000462D,3E004E20,2800E447,4007F8DC,00140CA1,00000008
9,51978400,00020199,FFFD04E1,00110001,00040000,0001462C,3C004E20,2800E45A,4007F8DD,003C00E1,00000009
10,51464700,FFFE0182,FFFF0439,FFFF0002,00040000,0001462D,3A004E20,2800E475,4007F8DD,00440721,0000000A
11,48443300,0003019C,000103D9,00090001,00040000,0001462D,3A004E20,2800E494,4007F8DC,00400B21,0000000B
12,52665100,FFFF01BF,000203AA,0005FFFE,00050000,0002462E,3A004E20,2800E4B0,4007F8DB,003401A1,0000000C
13,49253100,00040174,00030399,FFF8FFFD,00050000,0002462E,3C004E20,2800E4C7,4007F8DB,00280561,0000000D
14,50507300,FFFC0198,00030398,0008FFFC,00050000,0002462E,3E004E20,2800E4D4,4007F8DB,001C0B61,0000000E
15,52287100,00000178,0001039F,FFF8FFFD,00050000,0002462D,3E004E20,2800E4D6,5007F8DC,00140F61,0000000F
16,52007300,FFFD019C,FFFF03A9,FFFF0000,00050000,0003462C,3E004E20,2800E4CD,5007F8DD,000C0521,00000010
17,49922300,FFFD0178,FFFD03B4,FFF30003,00050000,0003462B,3C004E20,2800E4BB,5007F8DD,00040921,00000011
18,53520700,FFFC0192,FFFC03BE,FFFF0004,00050000,0003462A,3A004E20,2800E4A2,5007F8DD,00040EE1,00000012
19,49163600,0001017C,FFFC03C6,FFF70005,00050000,00044629,3A004E20,2800E488,5007F8DC,000002E1,00000013
20,48861300,FFFF0193,FFFD03CD,00020003,00040000,00044628,3C004E20,2800E471,5007F8DB,000008A0,00000014
21,99117600,00040184,FFFF03D2,FFFD0000,00040000,00044628,3E004E20,2800E462,5007F8DB,00000D20,00000015
22,17710000,00010198,000103D6,0005FFFE,00040000,00054628,3E004E20,2800E45C,5007F8DC,00000260,00000016
23,116246700,00020185,000303D8,0004FFFE,00040000,00054628,3C004E20,2800E462,5007F8DD,00000720,00000017
24,17021800,FFFF018C,000303D9,0004FFFF,00040000,00054628,3A004E20,2800E472,6007F8DD,00000C20,00000018
25,78130000,FFFE0184,000303D8,00030001,00040000,00064628,3A004E20,2800E48A,6007F8DD,000000E0,00000019
26,21082500,FFFE018F,000103D7,00020003,00040000,00064628,3A004E20,2800E4A6,6007F8DC,000005E0,0000001A
27,116043700,FFFF0195,FFFF03D5,00000004,00030000,00064628,3C004E20,2800E4C2,6007F8DB,00000AE0,0000001B
28,46647900,00010198,FFFE03D4,FFFE0003,00030000,00074628,3E004E20,2800E4D9,6007F8DB,00000020,0000001C
29,58772100,000201A1,FFFD03D3,FFFD0001,00030000,00074628,3E004E20,2800E4E7,6007F8DB,00000560,0000001D
30,156876700,000301B7,FFFE03D3,FFFCFFFE,00030000,00074628,3C004E20,280129BF,6007F8DC,00000AE0,0000001E
31,17296000,000301C1,FFFF03D9,FFFCFFFC,00030000,00084628,3A004E20,280129B3,6007F8DD,000000A0,0000001F
32,50406100,000101A4,000203D4,FFFDFFFD,00030000,00084628,3A004E20,28012999,7007F8DD,00000520,00000020
33,51836700,00000078,000403D3,FFFFFFFF,00020000,00084628,3C004E20,28012976,7007F8DC,000005A0,00000021
34,47551000,FFFD011F,000403D3,00000000,00020000,00084628,3E004E20,2801294E,7007F8DB,00000B20,00000022
35,52398400,FFFD018E,000403D5,00020002,00020000,00084628,3E004E20,28012928,7007F8DB,00000FA0,00000023
36,47424500,FFFD02C4,000303D5,00020001,00020000,00094628,3E004E20,28012909,B007F8DB,00000B60,00000024
37,49810800,FFFF02E2,000003D5,00020001,00030000,000A4628,3C004E20,280128F6,9007F8DC,000002A0,00000025
38,116039500,0000029F,FFFE03D5,0002FFFF,00030000,000A4628,3A004E20,280128F3,9007F8DD,00000B60,00000026
39,15998100,00020232,FFFD03D4,0000FFFE,00030000,000B4628,3A004E20,280128FE,9007F8DD,00000120,00000027
40,48026900,0002022D,FFFC03D2,FFFEFFFD,00030000,000B4628,3A004E20,28012915,9007F8DD,000008E0,00000028
41,50157900,000101E8,FFFD03D2,FFFDFFFE,00030000,000B4628,3C004E20,28012935,9007F8DC,00000E20,00000029
42,52424200,000001FD,FFFF03D2,FFFC0000,00030000,000C4628,3E004E20,28012957,9007F8DB,00000560,0000002A
43,47996900,FFFE01D3,000103D3,FFFC0003,00030000,000C4628,3C004E20,28012976,9007F8DB,00000A60,0000002B
44,51133600,FFFD01EA,000203D4,FFFD0004,00030000,000D4628,3C004E20,2801298C,9007F8DC,00000120,0000002C
45,51847800,FFFD01D0,000303D6,FFFF0005,00030000,000D4628,3A004E20,28012996,9007F8DD,00000620,0000002D
46,49936000,FFFE01E7,000203D7,00010002,00030000,000D4628,3A004E20,28012991,9007F8DD,00000CE0,0000002E
47,49837600,000001D0,000003D8,00020000,00030000,000E4628,3C004E20,2801297E,9007F8DD,00000220,0000002F
48,51477200,000201EB,FFFE03D7,0004FFFD,00030000,000E4628,3E004E20,28012960,9007F8DC,000008E0,00000030
49,50999100,000301D8,FFFC03D7,0004FFFD,00030000,000E4628,3E004E20,2801293D,9007F8DB,00000E20,00000031
50,51838500,000301F2,FFFC03D5,0004FFFD,00030000,000F4628,3E004E20,2801291A,A007F8DB,00000520,00000032
51,49971300,000201E3,FFFC03D4,00030000,00030000,000F4628,3C004E20,2BFD28FC,A007F8DB,00FC0AA0,00000033
52,49529500,00000201,FFFE03D3,00010002,00030000,00104628,3A004E20,2BFD28EA,A007F8DC,00FC01A0,00000034
53,51205300,FFFF01F7,000003D3,FFFF0003,00030000,00104628,3A004E20,2BFD28E6,A007F8DD,00FC0760,00000035
54,48999600,FFFE0214,000203D3,FFFE0002,00030000,00104628,3C004E20,2BFD28F2,A007F8DD,00FC0EA0,00000036
55,49549700,FFFE01FF,000403D4,FFFD0000,00030000,00114628,3E004E20,2BFD290B,A007F8DC,00FC04A0,00000037
56,50761600,FFFF0217,000403D6,FFFDFFFD,00030000,00114628,3E004E20,2BFD292F,A007F0DC,00FC0BA0,00000038
57,50255200,0001020B,000303D7,FFFEFFFC,00030000,00124628,3E004E20,2BFD2957,A00748DB,00FC01E0,00000039
58,50589900,00020216,000103D8,0000FFFC,00030000,00124628,3C004E20,2BFD297E,A00748DB,00FC08A0,0000003A
59,50511500,0003020F,FFFF03D8,0002FFFE,00030000,00124628,3A004E20,2BFD299D,A00748DC,00FC0F20,0000003B
60,50698100,0002020F,FFFE03D7,00030000,00030000,00134628,3A004E20,2BFD3BF8,A00708DD,00FC05E0,0000003C
61,51404800,0000020F,FFFD03D6,00040003,00030000,00134628,3C004E20,2BFD3BFD,A00708DD,00FC0C60,0000003D
