sample_seq,host_gap_ns,reg0,reg1,reg2,reg3,reg4,reg5,reg6,reg7,reg8,reg9
1,0,00000000,000003D5,00000000,00000000,0000BA0C,3CFF830F,2BFCA83C,4004E016,00000008,00000001
2,110845500,F80007FF,0000F800,00000000,00000000,0000BA0C,3DFE8250,2BF8A83C,4004E016,00000000,00000002
3,72209000,00000000,00000001,00000000,00000000,0000BA0C,3DFE026A,2BF4A83C,4004E016,00000000,00000003
4,52850700,00000000,00000001,00000000,00000000,0000BA0C,3DFD0220,2BF0A83C,4004E016,00000000,00000004
5,48417700,00000000,00000001,00000000,00000000,0000BA0C,3DFC8210,2BF0A83C,5004E016,00000000,00000005
6,52631700,00000000,00000001,00000000,00000000,0000BA0C,3DFC01E2,2BECA83C,5004E016,00000000,00000006
7,51534500,000000B6,000005C2,0000FFFF,00000000,0000BA0C,3DFB818C,2BF4A83C,5004E016,00000000,00000007
8,53304600,FFFF018F,000007FF,FFF3FFFE,00010000,0000BA0D,3DFC8187,2BF8A83C,5004E016,00000020,00000008
9,94008700,000C01B3,002307FF,FFF8FFE0,0004FFFB,FF00BA0D,3DFC8175,2800A83C,4004E016,00000020,00000009
10,46839400,FFF90205,00040653,000AFFF5,0009FFF7,0001BA0C,3DFB81BA,2800A83C,4004E016,00000020,0000000A
11,49210800,FFF401C9,FFFB046B,001C0000,000AFFF8,0001BA0F,3DFA0199,2800A83C,4004E016,00000020,0000000B
12,48100100,00150199,FFFA03CC,00000005,0009FFFA,0001BA0E,3DF90199,2800A83C,4004E016,00000020,0000000C
13,45187700,FFFF01CA,FFFB0380,FFFF0005,0008FFFC,0002BA0D,3DF7818D,2800A83C,4004E016,00000020,0000000D
14,47746900,FFFB0182,FFFC0367,FFFE0005,0007FFFD,0002BA0E,3DF601D9,2800A83C,4004E016,00000020,0000000E
15,50513400,00040197,FFFD036A,00010004,0005FFFE,0002BA0E,3DF501B0,2800A83C,4004E016,00000020,0000000F
16,48493500,FFFF0174,FFFE037A,FFFF0003,0004FFFE,0003BA0E,3DF38197,2800A83C,5004E016,00000020,00000010
17,52394900,0001018D,FFFF038F,FFFE0002,0004FFFF,0003BA0E,3DF281C9,2800A83C,5004E016,00000020,00000011
18,51681400,FFFF017F,FFFF03A3,00000002,0003FFFF,0003BA0E,3DF181CB,2800A83C,5004E016,00000020,00000012
19,50873600,0000018C,FFFF03B3,00000001,00030000,0004BA0E,3DF0019F,2800A83C,5004E016,00000020,00000013
20,50380600,00010188,000003C0,00000001,00030000,0004BA0E,3DEF0198,2800A83C,5004E016,00000020,00000014
21,55545900,00000191,000003C9,00000000,00020000,0004BA0E,3DED81A9,2800A83C,5004E016,00000020,00000015
22,61472000,FFFF0189,000003CF,00000000,00020000,0005BA0E,3DEC819F,2BFCA83C,5004E016,00000020,00000016
23,65153200,00000192,000003D3,00000000,00020000,0005BA0E,3DEB81A2,2BFCA83C,5004E016,00000020,00000017
24,47384100,0000018D,000003D5,00000000,00020000,0005BA0E,3DEA01B2,2BFCA83C,6004E016,00000020,00000018
25,56911200,00000192,000003D6,00000000,00020000,0006BA0E,3DE881D9,2800A83C,6004E016,00000020,00000019
26,62473900,00000191,000003D6,00000000,00020000,0006BA0E,3DE781B0,2800A83C,6004E016,00000020,0000001A
27,63745400,00000199,000003D6,00000000,00020000,0006BA0E,3DE68183,2800A83C,6004E016,00000020,0000001B
28,69327300,FFFF019D,000003D6,00000000,00020000,0007BA0E,3DE501EF,2800A83C,6004E016,00000020,0000001C
29,67127200,000101A7,000003D6,00000000,00020000,0007BA0E,3DE4019C,2800A83C,6004E016,00000020,0000001D
30,57759900,000001B7,000003D5,00000000,00020000,0007BA0E,3DE281B2,2800D946,6004E016,00000020,0000001E
31,61411900,000001C5,000003DB,00000000,00030000,0008BA0E,3DE101A6,2800D946,6004E016,00000020,0000001F
32,63931300,000101A5,000003D5,00000000,00030000,0008BA0E,3DDF81F6,2800D946,7004E016,00000020,00000020
33,66093900,00000077,000003D3,00000001,00020000,0008BA0E,3DDF821F,2800D946,7004E016,00000020,00000021
34,65239000,0000011D,000003D3,00000000,00020000,0008BA0E,3DDE81D2,2800D946,7004E016,00000020,00000022
35,68576200,0000022C,000003D3,0000FFFF,00020000,0009BA0E,3DDD018C,2800D946,B004E016,00000020,00000023
36,59440700,000002B5,000003D4,0000FFFF,00030000,0009BA0E,3DDA81E1,2800D946,9004E016,00000020,00000024
37,64050300,00000234,000003D5,00000000,00030000,000ABA0E,3DD901AB,2800D946,9004E016,00000020,00000025
38,58759400,00000230,000003D5,0000FFFF,00030000,000ABA0E,3DD781B9,2800D946,9004E016,00000020,00000026
39,54676100,000101E4,000003D5,00000000,00030000,000ABA0E,3DD60186,2800D946,9004E016,00000020,00000027
40,48865800,FFFE01F2,000003D5,00020000,00030000,000BBA0E,3DD48195,2800D946,9004E016,00000020,00000028
41,51940100,000101C3,000003D5,00010000,00030000,000BBA0E,3DD301BF,2800D946,9004E016,00000020,00000029
42,49277900,000001DD,000003D5,FFFD0000,00030000,000CBA0E,3DD2018C,2800D946,9004E016,00000020,0000002A
43,51466100,000001B9,000003D5,FFFF0000,00030000,000CBA0E,3DD08198,2800D946,9004E016,00000020,0000002B
44,56230400,FFFF01D6,000003D5,00020000,00030000,000CBA0E,3DCF0183,2800D946,9004E016,00000020,0000002C
45,55599100,000001B9,000003D5,00000000,00030000,000DBA0E,3DCD81B5,2800D946,9004E016,00000020,0000002D
46,58300300,000001D9,000003D5,FFFF0000,00030000,000DBA0E,3DCC81AE,2800D946,9004E016,00000020,0000002E
47,51189000,000101C0,000003D5,00000000,00030000,000DBA0E,3DCB01AB,2800D946,9004E016,00000020,0000002F
48,44823000,FFFF01E4,000003D5,00000000,00030000,000EBA0E,3DC98187,2800D946,9004E016,00000020,00000030
49,46266600,000001C9,000003D5,00000000,00030000,000EBA0E,3DC8019F,2800D946,9004E016,00000020,00000031
50,46220500,000001ED,000003D5,00000000,00030000,000EBA0E,3DC681AD,2800D946,9004E016,00000020,00000032
51,44535100,000001DB,000003D5,00000000,00030000,000FBA0E,3DC5019E,2800D946,A004E016,00000020,00000033
52,48044100,FFFF01FB,000003D5,00000000,00030000,000FBA0E,3DC3819D,2BFCD946,A004E016,00000020,00000034
53,45705800,000001ED,000003D5,00000000,00030000,0010BA0E,3DC201B7,2BFCD946,A0043016,00000020,00000035
54,47354500,0000020D,000003D5,00000000,00030000,0010BA0E,3DC081AB,2BFCD946,A0043016,00000020,00000036
55,51414500,000001FE,000003D5,00000000,00030000,0010BA0E,3DBF01D9,2BFCD946,A0043016,00000020,00000037
56,47950600,00000213,000003D5,00000000,00030000,0011BA0E,3DBD01F5,2BFCD946,A0043016,00000020,00000038
57,56705800,00000204,000003D5,00000000,00030000,0011BA0E,3DBC0205,2BFCD946,A0038016,00000020,00000039
58,49998600,00010207,000003D5,00000000,00030000,0012BA0E,3DB9821D,2BFCD946,A0031816,00000020,0000003A
59,50784100,0000016E,000003D5,00000001,00030000,0012BA0E,3DB901AA,2BFCD946,A0031816,00000020,0000003B
60,49086700,FFFF0062,000003D6,00000002,00020000,0012BA0E,3DB90191,2800E7AA,A0031816,00000020,0000003C
61,48730300,0001FFAF,000003D6,00000003,00020000,0012BA0E,3DB881E1,2800E7AA,A0031816,00000020,0000003D
62,49950600,FFFFFF5D,000003D5,00000002,00010000,0012BA0E,3DB9819F,2800E7AA,A0031816,00000020,0000003E
63,52120100,0000FF18,000003D5,00000002,00000000,0011BA0E,3DB981C6,2800E7AA,A002E816,00000020,0000003F
64,50333700,0001FF09,000003D5,00000002,00000000,0011BA0E,3DBB019F,2800E7AA,A002E816,00000020,00000040
65,51499400,0000FEE4,000003D5,00000002,FFFF0000,0011BA0E,3DBC01A6,2800E7AA,A002E816,00000020,00000041
66,48947200,0000FEED,000003D5,00000001,FFFF0000,0011BA0E,3DBC0209,2800E7AA,A002E816,00000020,00000042
67,47324500,FFFFFED5,000003D5,00000001,FFFF0000,0010BA0E,3DBD81B7,2800E7AA,A002E816,00000020,00000043
68,51048300,0001FEE6,000003D5,00000000,FFFF0000,0010BA0E,3DBE01BC,2800E7AA,A002C816,00000020,00000044
69,51292600,FFFFFED3,000003D5,00000000,FFFE0000,0010BA0E,3DBF01B3,2800E7AA,A002C816,00000020,00000045
70,53187600,0000FEE6,000003D5,00000000,FFFE0000,0010BA0E,3DC08255,2800E7AA,A002C816,00000020,00000046
71,48972600,0000FED4,000003D5,00000000,FFFE0000,0010BA0E,3DC1019E,2800E7AA,A002C816,00000020,00000047
72,48434700,0000FEEB,000003D5,00000000,FFFE0000,000FBA0E,3DC201A4,2800E7AA,A002C816,00000020,00000048
73,51908400,0000FED6,000003D5,00000000,FFFE0000,000FBA0E,3DC281A7,2800E7AA,A002C816,00000020,00000049
