sample_seq,host_gap_ns,reg0,reg1,reg2,reg3,reg4,reg5,reg6,reg7,reg8,reg9
1,0,0000FFEC,000003D5,00000000,FF8C0000,0000B9B8,3C004E20,2BFCE494,4007F8DC,003C0041,00000001
2,58668700,07FFF800,0000F800,00000000,FF8C0000,0000B9B8,3C004E20,2BF8E494,4007F8DC,00780081,00000002
3,85167600,00000000,00000001,00000000,FF8C0000,0000B9B8,3C004E20,2BF4E494,4007F8DC,00B400C1,00000003
4,49296000,00000000,00000001,00000000,FF8C0000,0000B9B8,3C004E20,2BF0E494,4007F8DC,00F00101,00000004
5,46015300,00000000,00000001,00000000,FF8C0000,0000B9B8,3C004E20,2BF0E494,5007F8DC,002C0141,00000005
6,91453400,00000000,00000001,00000000,FF8C0000,0000B9B8,3C004E20,2BECE494,5007F8DC,00680181,00000006
7,19006300,00200040,00580178,FFE20019,FF89FFF4,FF00B9B3,3C004E20,2BECE494,5007F8DC,00BFD381,00000007
8,45736100,FFFF01CC,001907FF,FFDF000A,FF85FFE7,FF004650,3C004E20,2BF4E494,5007F8DC,00FFFAE1,00000008
9,48132200,FF95014E,FF2C07FF,00130016,FF75000F,0001464E,3C004E20,2800E494,4007F8DC,005430A1,00000009
10,122301100,004B0219,FFF00764,0008FFFE,FF730025,0001464F,3C004E20,2800E494,4007F8DC,00742661,0000000A
11,13441100,001301E4,002303FC,FFF4FFF4,FF76001F,0001464E,3C004E20,2800E494,4007F8DC,00740CA1,0000000B
12,51701100,FFEB01CA,0028039A,0003FFF1,FF7A0014,FF02464E,3C004E20,2800E494,4007F8DC,0067F2E1,0000000C
13,50261300,FFF101A4,00210372,FFF2FFF2,FF7E0009,FF02464D,3C004E20,2800E494,4007F8DC,0053F7E1,0000000D
14,54600000,FFF3017E,0017036B,0008FFF4,FF820002,FF02464F,3C004E20,2800E494,4007F8DC,003BFD21,0000000E
15,45493600,00020179,00100377,0000FFF7,FF85FFFC,FF03464F,3C004E20,2800E494,5007F8DC,002BF221,0000000F
16,50709300,00020180,00090389,0005FFF8,FF87FFF9,FF034650,3C004E20,2800E494,5007F8DC,001BF721,00000010
17,50902400,00040181,0005039C,FFFEFFFA,FF89FFF7,FF03B9B0,3C004E20,2800E494,5007F8DC,0013FC61,00000011
18,50491500,00020187,000103AD,0004FFFA,FF8BFFF6,0004B9B1,3C004E20,2800E494,5007F8DC,000801A1,00000012
19,51012400,00040189,FFFF03BB,FFFEFFFB,FF8CFFF6,0004B9B1,3C004E20,2800E494,5007F8DC,000406A1,00000013
20,50487100,0001018B,FFFD03C6,0004FFFB,FF8EFFF7,0004B9B1,3C004E20,2800E494,5007F8DC,00000BE0,00000014
21,51053300,0003018C,FFFB03CC,FFFEFFFB,FF8FFFF8,0005B9B2,3C004E20,2800E494,5007F8DC,00000120,00000015
22,51366300,0000018E,FFFA03D0,0004FFFA,FF91FFF9,0005B9B2,3C004E20,2BFCE494,5007F8DC,00FC0660,00000016
23,53523700,0002018A,FFF903D3,FFFEFFFA,FF93FFFB,0005B9B2,3C004E20,2BFCE494,6007F8DC,00FC0B60,00000017
24,49395700,FFFF018C,FFF703D3,0005FFF9,FF94FFFE,0006B9B3,3C004E20,2BFCE494,6007F8DC,00FC00A0,00000018
25,49240200,0001018E,FFF503D4,0000FFF8,FF970001,0006B9B3,3C004E20,2BFCE494,6007F8DC,00FC05E0,00000019
26,50965600,FFFF0192,FFF703D3,0002FFF8,FF990004,0006B9B4,3C004E20,2BFCE494,6007F8DC,00FC0B20,0000001A
27,50981400,00080196,FFFF03E1,0000FFFD,FF9A0005,0007B9B4,3C004E20,2BFCE494,6007F8DC,00FC0060,0000001B
28,53163700,000201A1,000103E0,00000000,FF9B0005,0007B9B4,3C004E20,2BFCE494,6007F8DC,00FC05E0,0000001C
29,49656000,FFFF01B1,000203DB,00000001,FF9A0004,0007B9B4,3C004E20,2800E494,6007F8DC,00000BA0,0000001D
30,74202400,FFFF01C1,000103DD,00000001,FF9A0004,0008B9B4,3C004E20,28012592,6007F8DC,000001A0,0000001E
31,122596000,FFFF019A,000103D5,00000002,FF9A0003,0008B9B4,3C004E20,28012592,7007F8DC,000005E0,0000001F
32,21948600,FFFF0073,000103D2,00000002,FF990003,0008B9B4,3C004E20,28012592,7007F8DC,000006E0,00000020
33,48363500,00000121,000003D2,00000001,FF990003,0008B9B4,3C004E20,28012592,7007F8DC,00000C60,00000021
34,50984900,FFFF0231,000003D2,0000FFFF,FF990003,0009B9B5,3C004E20,28012592,B007F8DC,00000460,00000022
35,51001300,000002B8,000003D3,0001FFFF,FF990003,0009B9B5,3C004E20,28012592,9007F8DC,00000DA0,00000023
36,50668100,FFFF0238,000003D4,00020000,FF990003,000AB9B5,3C004E20,28012592,9007F8DC,000003A0,00000024
