schema_version,sample_seq,carla_frame,simulation_time_s,imu_frame,imu_timestamp_s,imu_frame_lag,radar_frame,radar_timestamp_s,radar_frame_lag,host_send_ns,host_gap_ns,host_gap_ms,nominal_period_ns,host_response_ns,roundtrip_ns,fault_label,distance_m,approach_speed_mps,accel_x_mps2,accel_y_mps2,accel_z_mps2,gyro_x_rps,gyro_y_rps,gyro_z_rps,incline_x_deg,incline_y_deg,incline_z_deg,speed_x_mps,speed_y_mps,speed_z_mps,speed_kmh,temperature_c,humidity_pct,lux,weather,requested_speed_limit_kmh,rpm_level,accelerator_cmd,brake_cmd,steering_normalized,manual_mode,gear,headlight,hazard,situation,reg0_hex,reg1_hex,reg2_hex,reg3_hex,reg4_hex,reg5_hex,reg6_hex,reg7_hex,reg8_hex,reg9_hex,fpga_response_valid,fpga_sample_seq,fpga_risk_word_hex,fpga_reliability_word_hex,fpga_accelerator,fpga_brake,fpga_steering_raw,fpga_speed_limit_kmh,fpga_headlight,fpga_hazard,fpga_transition_demand,fpga_hud_warning,fpga_mrm,fpga_td_remain_sec
2,1,18735,0.050000000,18735,998.283986993134,0,18735,998.283986993134,0,32249772079900,0,0.000000,50000000,32249772763500,683600,none,200.0,0.0,-7.736334120860122e-36,-4.5543090823122806e-35,9.8100004196167,0.0,0.0,0.0,0.0,0.0,90.43909454345703,0.0,0.0,-0.4899999797344208,1.7639999270439148,22.0,30.0,58516.5,0,100.0,0,10,0,0.0,1,1,0,0,0,00000000,000003D5,00000000,00000000,00002354,3C004E20,2BFCE494,4007F816,00000001,00000001,1,1,000000A8,00150110,10,0,0,81.6,1,1,0,0,0,11
2,2,18736,0.100000000,18736,998.3339869938791,0,18736,998.3339869938791,0,32250336007200,563927300,563.927300,50000000,32250336583300,576100,none,200.0,0.0,26325.3671875,154975.078125,-159.98995971679688,0.0,0.0,0.0,0.0,0.0,90.43909454345703,0.0,0.0,-0.9800000786781311,3.5280002832412722,22.0,30.0,58516.5,0,100.0,0,10,0,0.0,1,1,0,0,0,07FF07FF,0000F800,00000000,00000000,00002354,3C004E20,2BF8E494,4007F816,00000001,00000002,1,2,000080A8,00150110,10,0,0,81.6,1,0,0,0,0,11
2,3,18737,0.150000000,18737,998.3839869946241,0,18737,998.3839869946241,0,32250523861600,187854400,187.854400,50000000,32250524280900,419300,none,200.0,0.0,0.0,0.0,0.009951591491699219,0.0,0.0,0.0,0.0,0.0,90.43909454345703,0.0,0.0,-1.470000147819519,5.2920005321502686,22.0,30.0,58516.5,0,100.0,0,10,0,0.0,1,1,0,0,0,00000000,00000001,00000000,00000000,00002354,3C004E20,2BF4E494,4007F816,00000001,00000003,1,3,000000A8,00150110,10,0,0,81.6,1,0,0,0,0,11
2,4,18738,0.200000000,18738,998.4339869953692,0,18738,998.4339869953692,0,32250671479500,147617900,147.617900,50000000,32250671931900,452400,none,200.0,0.0,0.0,0.0,0.010045051574707031,0.0,0.0,0.0,0.0,0.0,90.43909454345703,0.0,0.0,-1.9600002765655518,7.056000995635986,22.0,30.0,58516.5,0,100.0,0,10,0,0.0,1,1,0,0,0,00000000,00000001,00000000,00000000,00002354,3C004E20,2BF0E494,4007F816,00000001,00000004,1,4,000000A8,00150110,10,0,0,81.6,1,0,0,0,0,11
2,5,18739,0.250000000,18739,998.4839869961143,0,18739,998.4839869961143,0,32250804780000,133300500,133.300500,50000000,32250805303900,523900,none,200.0,0.0,0.0,0.0,0.009981155395507812,0.0,0.0,0.0,0.0,0.0,90.43909454345703,0.0,0.0,-2.450000286102295,8.820001029968262,22.0,30.0,58516.5,0,100.0,1,10,0,0.0,1,1,0,0,0,00000000,00000001,00000000,00000000,00002354,3C004E20,2BF0E494,5007F816,00000001,00000005,1,5,000000A8,00150110,10,0,0,81.6,1,0,0,0,0,11
2,6,18740,0.300000000,18740,998.5339869968593,0,18740,998.5339869968593,0,32250953418100,148638100,148.638100,50000000,32250954093200,675100,none,200.0,0.0,1.2503167390823364,-0.009579777717590332,17.23493194580078,-3.0096271075308323e-07,-0.0001775162818375975,2.6896384497376857e-07,5.595072707365034e-07,0.0011747924145311117,90.43909454345703,0.05782024223452517,3.741299366348543e-08,-1.4190909803015646,5.112966318613337,22.0,30.0,58516.5,0,100.0,1,10,0,0.0,1,1,0,0,0,FFFF007D,000006BB,00000000,00000000,00002354,3C004E20,2BF4E494,5007F816,00000001,00000006,1,6,000000A8,00150110,10,0,0,81.6,1,0,0,0,0,11
2,7,18741,0.350000000,18741,998.5839869976044,0,18741,998.5839869976044,0,32251098587900,145169800,145.169800,50000000,32251099217400,629500,none,200.0,0.0,0.9263306856155396,-0.00708925724029541,29.43429946899414,-4.457542672753334e-07,-0.0017005004920065403,-3.0280654073067126e-07,9.160974059341243e-07,0.0026432829909026623,90.43909454345703,0.23595818243537903,1.163015778509517e-07,-0.6076429279634539,2.346653843583148,22.0,30.0,58516.5,0,100.0,0,10,0,0.0,1,1,0,0,0,FFFF005D,000007FF,0000FFFE,00000000,00002354,3C004E20,2BFCE494,4007F816,00000001,00000007,1,7,000000A8,00150110,10,0,0,81.6,1,0,0,0,0,11
2,8,18742,0.400000000,18742,998.6339869983494,0,18742,998.6339869983494,0,32251264075300,165487400,165.487400,50000000,32251264581800,506500,none,200.0,0.0,4.555600643157959,0.015175819396972656,21.8874454498291,1.8328428268432617e-06,-0.0024990064557641745,-0.001082654227502644,0.0,0.0074653965421020985,90.43827056884766,0.4868373530865773,6.914903977452147e-05,-0.1264655746496666,1.8107826636745825,22.0,30.0,58516.5,0,100.0,0,10,0,0.0,1,1,0,0,4,000201C8,000007FF,FFFFFFFE,00010000,00002354,3C004E20,2BFCE494,4007F816,00000021,00000008,1,8,000000C8,00150210,10,0,0,81.6,1,0,0,1,0,11
2,9,18743,0.450000000,18743,998.6839869990945,0,18743,998.6839869990945,0,32251421970100,157894800,157.894800,50000000,32251422442800,472700,none,200.0,0.0,3.903350830078125,-0.020058155059814453,16.549335479736328,1.5169731341302395e-05,-0.0015336567303165793,0.01445459108799696,-3.0517821869580075e-05,0.011734263971447945,90.44171905517578,0.622031029342645,0.0002787190145505762,0.12648575235464393,2.2851390334132944,22.0,30.0,58516.5,0,100.0,0,10,0,0.0,1,1,0,0,4,FFFE0186,00000677,000EFFFE,00010000,00002354,3C004E20,2800E494,4007F816,00000021,00000009,1,9,000000C8,00150210,10,0,0,81.6,1,0,0,1,0,11
2,10,18744,0.500000000,18744,998.7339869998395,0,18744,998.7339869998395,0,32251557551500,135581400,135.581400,50000000,32251558071600,520100,none,200.0,0.0,4.849681854248047,0.1257038116455078,12.994885444641113,-8.25346214696765e-05,-0.0012356939259916544,-0.033765021711587906,8.333547884831205e-05,0.016187546774744987,90.40530395507812,0.8484997477346558,-0.0007385552781275396,0.23268349004694158,3.1673740789151403,22.0,30.0,58516.5,0,100.0,0,10,0,0.0,1,1,0,0,4,000D01E5,00000513,FFDEFFFF,00020000,00012351,3C004E20,2800E494,4007F816,00000021,0000000A,1,10,000000A8,00150110,10,0,0,81.6,1,0,0,0,0,11
