sample_seq,host_gap_ns,reg0,reg1,reg2,reg3,reg4,reg5,reg6,reg7,reg8,reg9
1,0,00000000,000003D5,00000000,00000000,0000E60F,3C004E20,2BFCE494,40FFF816,00000001,00000001
2,116344900,F80007FF,0000F800,00000000,00000000,0000E60F,3C004E20,2BF8E494,40FEA816,00000001,00000002
3,78238500,00000000,00000001,00000000,00000000,0000E60F,3C004E20,2BF4E494,40FEB816,00000001,00000003
4,77945400,00000000,00000001,00000000,00000000,0000E60F,3C004E20,2BF0E494,40FEC816,00000001,00000004
5,57731900,FFFF0046,000005F4,00010001,00000000,00FFE60F,3C004E20,2BF8E494,50FED816,00000001,00000005
6,56086600,00000054,000007FF,FFF10000,00000000,0000E60F,3C004E20,2BFCE494,40FEC016,00000001,00000006
7,52936200,FFF9015F,0000077A,FFF7FFFE,00010000,0000E60F,3C004E20,2BFCE494,40FEB016,00000021,00000007
8,53535600,FFF30157,000005EC,0008FFFF,00010000,FF00E60F,3C004E20,2800E494,40FEA816,00000021,00000008
9,56017400,000001A4,000004DF,FFFBFFFF,00010000,FF01E60D,3C004E20,2800E494,40FEA016,00000021,00000009
10,51042300,FFFB015D,00000437,FFFEFFFF,00020000,FF01E60B,3C004E20,2800E494,40FEB816,00000021,0000000A
11,53067300,FFF501B5,000003D7,FFFFFFFF,00020000,FF01E609,3C004E20,2800E494,40FEC816,00000021,0000000B
12,54791500,0009017F,000003A8,FFEB0000,00020000,FF01E603,3C004E20,2800E494,40FED816,00000021,0000000C
13,55807400,FFF701AC,00000397,FFDDFFFF,00020000,FF02E5FD,3C004E20,2800E494,40FF0816,00000021,0000000D
14,57464600,FFF4017E,00000397,FFEC0000,00020000,FF02E5F7,3C004E20,2800E494,40FF3816,00000021,0000000E
15,56802900,FFFB017D,000003A0,FFEC0000,00020000,FF03E5F2,3C004E20,2800E494,40FF6816,00000021,0000000F
16,58044800,FFFC018D,000003AB,FFE40000,00020000,FF03E5EC,3C004E20,2800E494,50FF9816,00000021,00000010
17,58027000,FFF9019E,000003B7,FFEC0000,00020000,FF03E5E5,3C004E20,2800E494,50FFD016,00000021,00000011
18,57529600,FFFC017C,000003C1,FFE30000,00020000,FF03E5DE,3C004E20,2800E494,50FFF816,00000021,00000012
19,59919800,FFF80199,000003C8,FFEE0000,00020000,FF04E5D8,3C004E20,2800E494,50FFF816,00000021,00000013
20,59675000,FFFB0185,000003CE,FFE60000,00020000,FF04E5D1,3C004E20,2800E494,50FFF816,00000020,00000014
21,62483100,FFF70199,000003D1,FFEE0000,00020000,FF04E5CB,3C004E20,2800E494,50FFF816,00000020,00000015
22,61996200,FFFA0189,000003D4,FFE80000,00020000,FF05E5C5,3C004E20,2800E494,50FFF816,00000020,00000016
23,62264400,FFF80192,000003D5,FFE90000,00020000,FF05E5BF,3C004E20,2800E494,50FFF816,00000020,00000017
24,66184600,FFF9017E,000003D6,FFE90000,00020000,FF05E5B8,3C004E20,2800E494,60FFF816,00000020,00000018
25,55402000,FFF70189,000003D6,FFE80000,00020000,FF06E5B1,3C004E20,2800E494,60FFF816,00000020,00000019
26,62828400,FFF7018A,000003D6,FFE80000,00020000,FF06E5AB,3C004E20,2800E494,60FFF816,00000020,0000001A
27,64080900,FFF60196,000003D6,FFE80000,00020000,FF06E5A4,3C004E20,2800E494,60FFF816,00000020,0000001B
28,64757900,FFF7019B,000003D5,FFE80000,00020000,FF07E59D,3C004E20,2800E494,60FFF816,00000020,0000001C
29,66372200,FFF701A5,000003D5,FFE80000,00020000,FF07E596,3C004E20,2800E494,60FFF816,00000020,0000001D
30,63198600,FFF501B6,000003D5,FFE80000,00020000,FF07E58F,3C004E20,28012885,60FFF816,00000020,0000001E
31,66205400,FFF601C4,000003DA,FFE80000,00030000,FF08E588,3C004E20,28012885,60FFF816,00000020,0000001F
32,65162600,FFF501A8,000003D5,FFE70000,00030000,FF08E581,3C004E20,28012885,70FFF816,00000020,00000020
33,68130200,FFF80075,000003D3,FFE90001,00020000,FF08E57A,3C004E20,28012885,70FFF816,00000020,00000021
34,65569100,FFF5011D,000003D3,FFE70000,00020000,FF08E573,3C004E20,28012885,70FFF816,00000020,00000022
35,60810000,FFF2022E,000003D3,FFE6FFFF,00020000,FF09E56C,3C004E20,28012885,B0FFF816,00000020,00000023
36,57169400,FFEF02B5,000003D4,FFE4FFFF,00030000,FF09E565,3C004E20,28012885,90FFF816,00000020,00000024
37,56988500,FFF00234,000003D5,FFE40000,00030000,FF0AE55D,3C004E20,28012885,90FFF816,00000020,00000025
38,57268200,FFED022E,000003D5,FFE8FFFF,00030000,FF0AE555,3C004E20,28012885,90FFF816,00000020,00000026
39,56356100,FFEE01E8,000003D5,FFE70000,00030000,FF0AE54C,3C004E20,28012885,90FFF816,00000020,00000027
40,56811100,FFEE01FF,000003D5,FFD40000,00030000,FF0BE543,3C004E20,28012885,90FFF816,00000020,00000028
41,50516700,FFE801C4,000003D5,FFDC0000,00030000,FF0BE539,3C004E20,28012885,90FFF816,00000020,00000029
42,58657100,FFE601DB,000003D5,FFE60000,00030000,FF0CE530,3C004E20,28012885,90FFF816,00000020,0000002A
43,56550700,FFE801B3,000003D5,FFE00000,00030000,FF0CE527,3C004E20,28012885,90FFF816,00000020,0000002B
44,53708500,FFE801CE,000003D5,FFD80000,00030000,FF0CE51C,3C004E20,28012885,90FFF816,00000020,0000002C
45,58724700,FFE401B1,000003D5,FFDA0000,00030000,FF0DE512,3C004E20,28012885,90FFF816,00000020,0000002D
46,59189400,FFE101D3,000003D5,FFDA0000,00030001,FF0DE507,3C004E20,28012885,90FFF816,00000020,0000002E
47,55712100,FFE201BB,000003D5,FFD90000,00030001,FF0DE4FC,3C004E20,28012885,90FFF816,00000020,0000002F
48,55939600,FFDE01DE,000003D5,FFD70000,00030001,FF0EE4F0,3C004E20,28012885,90FFF816,00000020,00000030
49,54691200,FFDE01C8,000003D5,FFD70000,00030001,FF0EE4E4,3C004E20,28012885,90FFF816,00000020,00000031
50,55133400,FFDB01EB,000003D5,FFD60000,00030001,FF0EE4D8,3C004E20,28012885,90FFF816,00000020,00000032
51,52414500,FFDB01D8,000003D5,FFD50000,00030001,FF0FE4CC,3C004E20,28012885,A0FFF816,00000020,00000033
52,57895800,FFD701F9,000003D5,FFD30000,00030001,FF0FE4BF,3C004E20,2BFD2885,A0FFF816,00000020,00000034
53,91489800,FFD601EB,000003D5,FFD20000,00030001,FF10E4B2,3C004E20,2BFD2885,A0FFF816,00000020,00000035
54,55766400,FFD4020C,000003D5,FFD20000,00030001,FF10E4A5,3C004E20,2BFD2885,A0FFF816,00000020,00000036
55,57453400,FFD101FE,000003D5,FFD00000,00030001,FF10E497,3C004E20,2BFD2885,A0FFF816,00000020,00000037
56,54257100,FFD00211,000003D5,FFCF0000,00030001,FF11E48A,3C004E20,2BFD2885,A0FFF816,00000020,00000038
57,56325800,FFCE0202,000003D5,FFCD0000,00030001,FF11E47B,3C004E20,2BFD2885,A0FFF816,00000020,00000039
58,53928500,FFCC0215,000003D5,FFCD0000,00030001,FF12E46D,3C004E20,2BFD2885,A0FFF816,00000020,0000003A
59,53849500,FFCA0209,000003D5,FFCB0000,00030001,FF12E45E,3C004E20,2BFD2885,A0FFF816,00000020,0000003B
60,57271200,FFC70213,000003D5,FFCA0000,00030001,FF12E44E,3C004E20,2BFD3DCB,A0FFF816,00000020,0000003C
61,49631200,FFC5020F,000003D5,FFC80000,00030001,FF13E43F,3C004E20,2BFD3DCB,A0FFF816,00000020,0000003D
62,55079000,FFC30211,000003D5,FFC80000,00030001,FF13E42F,3C004E20,2BFD3DCB,A0FFF816,00000020,0000003E
63,55504000,FFC00212,000003D5,FFC70000,00030001,FF14E41E,3C004E20,2BFD3DCB,A0FFF816,00000020,0000003F
64,58818100,FFBD0215,000003D5,FFC50000,00030001,FF14E40E,3C004E20,2BFD3DCB,A0FFF816,00000020,00000040
65,57406000,FFBB0215,000003D5,FFC40000,00030001,FF15E3FD,3C004E20,2BFD3DCB,A0FFF816,00000020,00000041
66,55030500,FFB90218,000003D5,FFC30000,00030001,FF15E3EB,3C004E20,2BFD3DCB,A0FFF816,00000020,00000042
67,54873400,FFB6021A,000003D5,FFC20000,00030001,0015E3DA,3C004E20,2BFD3DCB,A0FFF816,00000020,00000043
68,56132000,FFB4021C,000003D5,FFC10000,00030001,0016E3C8,3C004E20,2BFD3DCB,A0FFF816,00000020,00000044
69,55591600,FFB1021F,000003D5,FFC00000,00030001,0016E3B6,3C004E20,2BFD3DCB,B0FFF816,00000020,00000045
70,56651000,FFAE021E,000003D5,FFBF0000,00030001,0017E3A3,3C004E20,2BFD3DCB,B0FFF816,00000020,00000046
71,56912000,FFAB0220,000003D5,FFBE0000,00030001,0017E391,3C004E20,2BFD3DCB,B0FFF816,00000020,00000047
72,57455400,FFA9021D,000003D5,FFBD0000,00030002,0017E37E,3C004E20,2BFD3DCB,B0FFF816,00000020,00000048
73,56600200,FFA60256,000003D4,FFBC0000,00030002,0018E36A,3C004E20,2BFD3DCB,F0FFF816,00000020,00000049
74,56077400,FFA3025B,000003D5,FFBB0000,00030002,0018E356,3C004E20,2BFD3DCB,E0FFF816,00000020,0000004A
75,58358100,FF9E020B,000003D5,FFBA0000,00030002,0019E342,3C004E20,2BFD3DCB,E0FFF816,00000020,0000004B
76,56030100,FF9C01D4,000003D5,FFB90000,00030002,0019E32E,3C004E20,2BFD3DCB,E0FFF816,00000020,0000004C
77,55916300,FF9801B3,000003D5,FFB90001,00030002,0019E31A,3C004E20,2BFD3DCB,E0FFF816,00000020,0000004D
78,54774300,FF94019C,000003D5,FFB80001,00030002,001AE305,3C004E20,2BFD3DCB,E0FFE816,00000020,0000004E
79,52526800,FF92018B,000003D5,FFB70001,00030002,001AE2F1,3C004E20,2BFD3DCB,E0FFE016,00000020,0000004F
80,54312200,FF8E0183,000003D5,FFB60000,00030002,001AE2DC,3C004E20,2BFD3DCB,E0FFC816,00000020,00000050
81,52513000,FF8C017A,000003D5,FFB60000,00030002,001BE2C7,3C004E20,2BFD3DCB,E0FFB816,00000020,00000051
82,50442300,FF890177,000003D5,FFB50000,00020002,001BE2B1,3C004E20,2BFD3DCB,E0FFA816,00000020,00000052
83,54395500,FF870174,000003D5,FFB40000,00020002,001BE29B,3C004E20,2BFD3DCB,E0FF9016,00000020,00000053
84,51549200,FF830175,000003D5,FFB20000,00020002,001CE285,3C004E20,2BFD3DCB,E0FF8016,00000020,00000054
85,50792200,FF810172,000003D5,FFB10000,00020002,001CE26F,3C004E20,2BFD3DCB,E0FF7816,00000020,00000055
86,52533400,FF7D0174,000003D5,FFB00000,00020002,001CE258,3C004E20,2BFD3DCB,E0FF6016,00000020,00000056
87,86349700,FF7B0171,000003D5,FFAF0000,00020002,001CE241,3C004E20,2BFD3DCB,E0FF5016,00000020,00000057
88,53152100,FF780172,000003D5,FFAE0000,00020002,001DE22A,3C004E20,2BFD3DCB,E0FF4816,00000020,00000058
89,49724700,FF750174,000003D5,FFAD0000,00020002,001DE212,3C004E20,2BFD3DCB,E0FF3816,00000020,00000059
90,55209500,FF720173,000003D5,FFAC0000,00020003,001DE1FA,3C004E20,2BFD51B1,E0FF2816,00000020,0000005A
91,107026700,FF6F0173,000003D5,FFAB0000,00020003,001EE1E2,3C004E20,2BFD51B1,E0FF2016,00000020,0000005B
92,36780200,FF6B0175,000003D5,FFAA0000,00020003,001EE1CA,3C004E20,2BFD51B1,E0FF1016,00000020,0000005C
93,60831700,FF680177,000003D5,FFA90000,00020003,001EE1B1,3C004E20,2BFD51B1,E0FF0016,00000020,0000005D
94,54712400,FF650174,000003D5,FFA80000,00020003,001EE198,3C004E20,2BFD51B1,E0FEF816,00000020,0000005E
95,52283500,FF610179,000003D5,FFA70000,00020003,001FE17E,3C004E20,2BFD51B1,E0FEE816,00000020,0000005F
96,53963600,FF5F016E,000003D5,FFA60000,00020003,001FE165,3C004E20,2BFD51B1,E0FED816,00000020,00000060
97,52561600,FF5A011F,000003D5,FFA60001,00020003,001FE14B,3C004E20,2BFD51B1,E0FED016,00000020,00000061
98,55283300,FF540087,000003D5,FFA60001,00020003,001FE131,3C004E20,2BFD51B1,E0FEC016,00000020,00000062
99,47955900,FF500002,000003D5,FFA70002,00010003,001FE118,3C004E20,2BFD51B1,E0FEB016,00000020,00000063
100,58087900,FF4EFFB3,000003D5,FFA60002,00010003,001FE0FE,3C004E20,280151B1,E0FEA016,00000020,00000064
101,53836000,FF4CFF87,000003D5,FFA60002,00010003,001FE0E4,3C004E20,280151B1,E0FE9016,00000020,00000065
102,56742600,FF4AFF50,000003D5,FFA50002,00000003,001FE0CA,3C004E20,280151B1,E0FE8016,00000020,00000066
103,58630700,FF4AFEF2,000003D5,FFA30002,00000003,001FE0B0,3C004E20,280151B1,E0FE6816,00000020,00000067
104,56477400,FF46FEE7,000003D5,FFA20001,FFFF0003,001EE095,3C004E20,280151B1,E0FE5816,00000020,00000068
105,52904200,FF44FEDF,000003D5,FFA00001,FFFF0003,001EE079,3C004E20,280151B1,E0FE4816,00000020,00000069
106,55993400,FF41FEDE,000003D5,FF9E0001,FFFF0003,001EE05E,3C004E20,280151B1,E0FE3816,00000020,0000006A
107,51410100,FF3EFEDD,000003D5,FF9C0000,FFFF0003,001EE041,3C004E20,280151B1,E0FE2816,00000020,0000006B
108,51384000,FF3CFEDC,000003D5,FF9A0000,FFFF0003,001DE024,3C004E20,280151B1,E0FE1816,00000020,0000006C
109,50609200,FF39FEDF,000003D5,FF980000,FFFE0004,001DE007,3C004E20,280151B1,E0FE1016,00000020,0000006D
110,55181000,FF37FEDD,000003D5,FF970000,FFFE0004,001DDFE9,3C004E20,280151B1,E0FE0816,00000020,0000006E
111,46207400,FF35FEDF,000003D5,FF950000,FFFE0004,001DDFCA,3C004E20,280151B1,E0FDF816,00000020,0000006F
112,51648400,FF32FEE1,000003D5,FF930000,FFFE0004,001DDFAB,3C004E20,280151B1,E0FDF016,00000020,00000070
113,50204100,FF30FEE1,000003D5,FF920000,FFFE0004,001CDF8C,3C004E20,280151B1,E0FDF016,00000020,00000071
114,53688000,FF2FFEE4,000003D5,FF900000,FFFE0004,001CDF6C,3C004E20,280151B1,E0FDE816,00000020,00000072
115,46779400,FF2EFEE3,000003D5,FF8F0000,FFFE0004,001CDF4C,3C004E20,280151B1,E0FDE016,00000020,00000073
116,52529600,FF2BFF0E,000003D5,FF8E0000,FFFE0004,001CDF2B,3C004E20,280151B1,E0FDE016,00000020,00000074
117,55116100,FF29FF54,000003D5,FF8D0000,FFFF0004,001CDF0A,3C004E20,280151B1,E0FDE016,00000020,00000075
118,49429500,FF2AFF58,000003D5,FF8C0000,FFFF0004,001BDEE9,3C004E20,280151B1,E0FDE016,00000020,00000076
119,51441000,FF2BFF5B,000003D5,FF8C0000,FFFF0004,001BDEC8,3C004E20,280151B1,E0FDE816,00000020,00000077
120,47847400,FF2BFF59,000003D5,FF8C0000,FFFF0004,001BDEA7,3C004E20,28016495,E0FDE816,00000020,00000078
121,51250800,FF2CFF5C,000003D5,FF8C0000,FFFF0004,001BDE85,3C004E20,28016495,E0FDF016,00000020,00000079
122,50697600,FF2EFF5E,000003D5,FF8D0000,FFFF0004,001BDE64,3C004E20,28016495,E0FE0016,00000020,0000007A
123,53930100,FF2FFF5D,000003D5,FF8D0000,FFFF0004,001BDE43,3C004E20,28016495,E0FE0816,00000020,0000007B
124,49252400,FF31FF5F,000003D5,FF8F0000,FFFF0004,001BDE23,3C004E20,28016495,E0FE1016,00000020,0000007C
125,60015100,FF34FF60,000003D5,FF900000,FFFF0004,001BDE02,3C004E20,28016495,E0FE2016,00000020,0000007D
126,50183400,FF37FF63,000003D5,FF920000,FFFF0004,001ADDE3,3C004E20,28016495,E0FE3016,00000020,0000007E
127,51029000,FF39FF81,000003D5,FF940000,FFFF0004,001ADDC4,3C004E20,28016495,E0FE4016,00000020,0000007F
128,50522700,FF3DFFB9,000003D5,FF960000,FFFF0004,001ADDA5,3C004E20,28016495,E0FE5816,00000020,00000080
129,52854300,FF42000F,000003D5,FF98FFFF,FFFF0004,001ADD87,3C004E20,28016495,E0FE8016,00000020,00000081
130,49264400,FF480068,000003D5,FF9BFFFF,00000004,001ADD6A,3C004E20,28016495,E0FEA016,00000020,00000082
131,59860600,FF4F00B2,000003D5,FF9DFFFF,00000003,001BDD4D,3C004E20,28016495,E0FEC816,00000020,00000083
132,49449800,FF5600E6,000003D5,FFA1FFFF,00000003,001BDD31,3C004E20,28016495,E0FF0016,00000020,00000084
133,52061800,FF5C010E,000003D5,FFA5FFFF,00010003,001BDD17,3C004E20,28016495,E0FF4016,00000020,00000085
134,48069800,FF63012E,000003D5,FFA9FFFF,00010003,001BDCFE,3C004E20,28016495,E0FF8016,00000020,00000086
135,49080100,FF690143,000003D5,FFAEFFFF,00010003,001CDCE6,3C004E20,28016495,E0FFC816,00000020,00000087
136,47886500,FF6F0153,000003D5,FFB4FFFF,00020003,001CDCCF,3C004E20,28016495,E0FFF816,00000020,00000088
137,51298900,FF76015C,000003D5,FFB9FFFF,00020003,001CDCBA,3C004E20,2BFD6495,E0FFF816,00000020,00000089
138,50459900,FF7D0163,000003D5,FFBF0000,00020003,001CDCA7,3C004E20,2BFD6495,E0FFF816,00000020,0000008A
139,52900000,FF84016B,000003D5,FFC40000,00020003,001DDC95,3C004E20,2BFD6495,E0FFF816,00000020,0000008B
140,50753500,FF8B016C,000003D5,FFCA0000,00020002,001DDC85,3C004E20,2BFD6495,E0FFF816,00000020,0000008C
141,51699900,FF93016F,000003D5,FFCF0000,00020002,001DDC76,3C004E20,2BFD6495,E0FFF816,00000020,0000008D
142,53421600,FF9A0171,000003D5,FFD40000,00020002,001DDC69,3C004E20,2BFD6495,E0FFF816,00000020,0000008E
143,47772600,FFA10172,000003D5,FFD90000,00020002,001EDC5E,3C004E20,2BFD6495,E007F816,00000020,0000008F
144,85440900,FFB40174,000103D5,FFE60000,00020002,001EDC55,3C004E20,2BFD6495,E007F816,00000020,00000090
145,92861700,FFC10176,000103D5,FFEF0000,00020002,001EDC4F,3C004E20,2BFD6495,E007F816,00000020,00000091
146,55337700,FFC70177,000103D5,FFF60000,00020001,001FDC4B,3C004E20,2BFD6495,E007F816,00000020,00000092
147,53120300,FFCF0178,000103D5,FFFB0000,00020001,001FDC49,3C004E20,2BFD6495,E007F816,00000020,00000093
148,51639800,FFD70178,000103D5,FFFE0000,00020001,001FDC48,3C004E20,2BFD6495,E007F816,00000020,00000094
149,52120800,FFDF017A,000003D5,00000000,00020001,0020DC48,3C004E20,2BFD6495,E007F816,00000020,00000095
150,52354100,FFE60179,000003D5,00020000,00020001,0020DC48,3C004E20,2BFD76E6,E007F816,00000020,00000096
151,50915900,FFEC0179,000003D5,00020000,00020001,0020DC49,3C004E20,2BFD76E6,F007F816,00000020,00000097
152,50494000,FFF1017A,000003D5,00020000,00020001,0020DC4A,3C004E20,2BFD76E6,F007F816,00000020,00000098
153,50954100,FFF5017A,000003D5,00020000,00020000,0021DC4A,3C004E20,2BFD76E6,F007F816,00000020,00000099
154,49281700,FFF80179,000003D5,00020000,00020000,0021DC4B,3C004E20,2BFD76E6,F007F816,00000020,0000009A
155,53126600,FFFB0178,000003D5,00020000,00020000,0021DC4C,3C004E20,2BFD76E6,F007F816,00000020,0000009B
156,51921700,FFFD0178,000003D5,00020000,00020000,0022DC4C,3C004E20,2BFD76E6,F007F816,00000020,0000009C
157,53552800,FFFE0178,000003D5,00010000,00020000,0022DC4D,3C004E20,2BFD76E6,F007F816,00000020,0000009D
158,50338000,FFFF0177,000003D5,00010000,00020000,0022DC4D,3C004E20,2BFD76E6,F007F816,00000020,0000009E
159,51162900,00000175,000003D5,00010000,00020000,0022DC4D,3C004E20,2BFD76E6,F007F816,00000020,0000009F
160,53799000,00000197,000003D5,00010000,00020000,0023DC4E,3C004E20,2BFD76E6,F007F816,00000020,000000A0
161,50347700,00010194,000003D5,00010000,00020000,0023DC4E,3C004E20,2BFD76E6,E007F816,00000020,000000A1
162,51233600,00010159,000003D5,00000000,00020000,0023DC4E,3C004E20,2BFD76E6,E007F816,00000020,000000A2
163,51083800,00010132,000003D5,00000000,00020000,0024DC4E,3C004E20,2BFD76E6,E007F816,00000020,000000A3
164,51822400,00010115,000003D5,00000000,00020000,0024DC4E,3C004E20,2BFD76E6,E007F816,00000020,000000A4
165,51727900,00010108,000003D5,00000000,00020000,0024DC4E,3C004E20,2BFD76E6,E007F816,00000020,000000A5
166,51671800,000100FB,000003D5,00000000,00020000,0024DC4E,3C004E20,2BFD76E6,E007F816,00000020,000000A6
167,51284400,000100F3,000003D5,00000000,00020000,0024DC4E,3C004E20,2BFD76E6,E007F816,00000020,000000A7
168,49150100,000000ED,000003D5,00000000,00020000,0025DC4E,3C004E20,2BFD76E6,E007F816,00000020,000000A8
169,51869200,000000EA,000003D5,00000000,00020000,0025DC4E,3C004E20,2BFD76E6,E007F816,00000020,000000A9
170,55255900,000000E7,000003D5,00000000,00020000,0025DC4E,3C004E20,2BFD76E6,E007F816,00000020,000000AA
171,52398000,000000E6,000003D5,00000000,00020000,0025DC4E,3C004E20,2BFD76E6,E007F816,00000020,000000AB
172,53268400,000000E5,000003D5,00000000,00020000,0025DC4E,3C004E20,2BFD76E6,E007F816,00000020,000000AC
173,55615700,000000E3,000003D5,00000000,00020000,0025DC4E,3C004E20,2BFD76E6,E007F816,00000020,000000AD
174,60815100,000000E6,000003D5,00000000,00010000,0026DC4E,3C004E20,2BFD76E6,E007F816,00000020,000000AE
175,51666700,000000E4,000003D5,00000000,00010000,0026DC4E,3C004E20,2BFD76E6,E007F816,00000020,000000AF
176,55363800,000000E4,000003D5,00000000,00010000,0026DC4E,3C004E20,2BFD76E6,E007F816,00000020,000000B0
177,52338200,000000E3,000003D5,00000000,00010000,0026DC4E,3C004E20,2BFD76E6,E007F816,00000020,000000B1
178,55764900,000000E4,000003D5,00000000,00010000,0026DC4E,3C004E20,2BFD76E6,E007F816,00000020,000000B2
179,50917300,000000E4,000003D5,00000000,00010000,0027DC4E,3C004E20,2BFD76E6,E007F816,00000020,000000B3
180,47945300,000000E3,000003D5,00000000,00010000,0027DC4E,3C004E20,2BFD87D5,E007F816,00000020,000000B4
181,58595000,000000E5,000003D5,00000000,00010000,0027DC4E,3C004E20,2BFD87D5,E007F816,00000020,000000B5
182,54905800,000000E4,000003D5,00000000,00010000,0027DC4E,3C004E20,2BFD87D5,E007F816,00000020,000000B6
183,73735100,000000E4,000003D5,00000000,00010000,0027DC4E,3C004E20,2BFD87D5,E007F816,00000020,000000B7
184,56354400,000000E4,000003D5,00000000,00010000,0027DC4E,3C004E20,2BFD87D5,E007F816,00000020,000000B8
185,60842600,000000E5,000003D5,00000000,00010000,0028DC4E,3C004E20,2BFD87D5,E007F816,00000020,000000B9
186,61731500,000000E3,000003D5,00000000,00010000,0028DC4E,3C004E20,2BFD87D5,E007F816,00000020,000000BA
187,57203800,000000E4,000003D5,00000000,00010000,0028DC4E,3C004E20,2BFD87D5,E007F816,00000020,000000BB
188,58498300,000000E5,000003D5,00000000,00010000,0028DC4E,3C004E20,2BFD87D5,E007F816,00000020,000000BC
189,49190400,000000E3,000003D5,00000000,00010000,0028DC4E,3C004E20,2BFD87D5,E007F816,00000020,000000BD
190,48828400,000000E6,000003D5,00000000,00010000,0028DC4E,3C004E20,2BFD87D5,E007F816,00000020,000000BE
191,58302800,000000E4,000003D5,00000000,00010000,0029DC4E,3C004E20,2BFD87D5,E007F816,00000020,000000BF
192,55464100,000000E5,000003D5,00000000,00010000,0029DC4E,3C004E20,2BFD87D5,E007F816,00000020,000000C0
193,85522700,000000E4,000003D5,00000000,00010000,0029DC4E,3C004E20,2BFD87D5,E007F816,00000020,000000C1
194,55107000,000000E5,000003D5,00000000,00010000,0029DC4E,3C004E20,2BFD87D5,E007F816,00000020,000000C2
195,51523700,000000E5,000003D5,00000000,00010000,0029DC4E,3C004E20,2BFD87D5,E007F816,00000020,000000C3
196,54930200,000000E4,000003D5,00000000,00010000,002ADC4E,3C004E20,2BFD87D5,E007F816,00000020,000000C4
197,58062400,000000E5,000003D5,00000000,00010000,002ADC4E,3C004E20,2BFD87D5,E007F816,00000020,000000C5
198,50860500,000000E5,000003D5,00000000,00010000,002ADC4E,3C004E20,2BFD87D5,E007F816,00000020,000000C6
199,54504900,000000E5,000003D5,00000000,00010000,002ADC4E,3C004E20,2BFD87D5,E007F816,00000020,000000C7
