sample_seq,host_gap_ns,reg0,reg1,reg2,reg3,reg4,reg5,reg6,reg7,reg8,reg9
1,0,00000000,000003D5,00000000,00000000,0000DCBB,3C001F64,2BFCE494,4007F816,00000008,00000001
2,28536200,F80007FF,0000F800,00000000,00000000,0000DCBB,3C00346B,2BF8E494,4007F816,00000000,00000002
3,102135100,00000000,00000001,00000000,00000000,0000DCBB,3C001E5F,2BF4E494,4007F816,00000000,00000003
4,65482300,00000000,00000001,00000000,00000000,0000DCBB,3C002597,2BF0E494,4007F816,00000000,00000004
5,68014100,0000002F,00000013,0000FFFF,00000000,0000DCBB,3C002440,2BF0E494,5007F816,00000000,00000005
6,49889100,0000FFCA,000007FF,00000001,00000000,00FFDCBB,3C002162,2BF8E494,5007F816,00000000,00000006
7,141495700,FFFD0117,000007FF,FFF4FFFF,00000000,0000DCBC,3C004E20,2BFCE494,4007F816,00000000,00000007
8,18198600,000001F8,000007FF,FFF6FFFE,00010000,0000DCBD,3C021B3A,2BFCE494,4007F816,00000008,00000008
9,49583800,00090187,00000629,FFECFFFF,00010000,0001DCBC,3C03975E,2800E494,4007F816,00000020,00000009
10,48648400,FFFC01A3,000004E7,0012FFFF,00020000,0001DCBC,3C04968D,2800E494,4007F816,00000020,0000000A
11,50717000,000001A8,00000424,0002FFFF,00020000,0001DCBC,3C06180F,2800E494,4007F816,00000020,0000000B
12,51363600,FFFF01AA,000003B9,0006FFFF,00020000,0002DCBC,3C079B19,2800E494,4007F816,00000020,0000000C
13,49751400,0002019B,00000389,00010000,00020000,0002DCBC,3C089B6B,2800E494,4007F816,00000020,0000000D
14,51618800,FFFD01BE,0000037C,00050000,00020000,0002DCBC,3C004E20,2800E494,4007F816,00000020,0000000E
15,50021700,00010175,00000382,00050000,00020000,0002DCBC,3C0B16D9,2800E494,5007F816,00000008,0000000F
16,50323900,00000191,00000390,FFFD0000,00020000,0003DCBD,3C0C98CC,2800E494,5007F816,00000020,00000010
17,50838900,FFFE0175,000003A1,000A0000,00020000,0003DCBF,3C0D9B50,2800E494,5007F816,00000020,00000011
18,51296500,00040190,000003B0,FFFE0000,00020000,0003DCC0,3C0F1BF9,2800E494,5007F816,00000020,00000012
19,50029300,FFFF017E,000003BD,00070000,00020000,0004DCC1,3C10180E,2800E494,5007F816,00000020,00000013
20,52553600,00030197,000003C6,FFFD0000,00020000,0004DCC1,3C119DA7,2800E494,5007F816,00000020,00000014
21,52617600,FFFF0185,000003CD,00040000,00020000,0004DCC1,3C12A19D,2800E494,5007F816,00000020,00000015
22,51684800,00020198,000003D1,FFFE0000,00020000,0005DCC1,3C1416E6,2800E494,5007F816,00000020,00000016
23,47114300,FFFF0185,000003D4,00000000,00020000,0005DCC1,3C151A5B,2800E494,5007F816,00000020,00000017
24,50587300,00000186,000003D5,00000000,00020000,0005DCC1,3C16C0E3,2800E494,6007F816,00000020,00000018
25,50294700,00000184,000003D6,00000000,00020000,0006DCC1,3C17B131,2800E494,6007F816,00000020,00000019
26,49442900,0000018F,000003D6,00000000,00020000,0006DCC1,3C189C09,2800E494,6007F816,00000020,0000001A
27,56483000,00000192,000003D6,00000000,00020000,0006DCC1,3C1A187B,2800E494,6007F816,00000020,0000001B
28,192017700,0000019C,000003D6,00000000,00020000,0007DCC1,3C1B9D15,2800E494,6007F816,00000020,0000001C
29,23549600,000001A6,000003D6,00000000,00020000,0007DCC1,3C1C9A45,2800E494,6007F816,00000020,0000001D
30,46187300,000001B4,000003D5,00000000,00020000,0007DCC1,3C1E4C25,2801273D,6007F816,00000020,0000001E
31,54835500,000001C7,000003DB,00000000,00030000,0008DCC1,3C1F9CEB,2801273D,6007F816,00000020,0000001F
32,47331900,000001A5,000003D5,00000000,00030000,0008DCC1,3C209A2D,2801273D,7007F816,00000020,00000020
33,52379400,00000075,000003D3,00000001,00020000,0008DCC1,3C211C01,2801273D,7007F816,00000020,00000021
34,63468000,0000011D,000003D3,00000000,00020000,0008DCC1,3C22210C,2801273D,7007F816,00000020,00000022
35,157607400,0000022E,000003D3,0000FFFF,00020000,0009DCC1,3C2396ED,2801273D,B007F816,00000020,00000023
36,15536600,000002B4,000003D4,0000FFFF,00030000,0009DCC1,3C261877,2801273D,9007F816,00000020,00000024
37,50851000,00000234,000003D5,00000000,00030000,000ADCC1,3C2798B8,2801273D,9007F816,00000020,00000025
38,51522900,0000022E,000003D5,0000FFFF,00030000,000ADCC1,3C299864,2801273D,9007F816,00000020,00000026
39,49651200,000001E4,000003D5,00000000,00030000,000ADCC1,3C2B1F69,2801273D,9007F816,00000020,00000027
40,50115100,000001F1,000003D5,00000000,00030000,000BDCC1,3C2C972D,2801273D,9007F816,00000020,00000028
41,51059700,000001C2,000003D5,00000000,00030000,000BDCC1,3C2E18A7,2801273D,9007F816,00000020,00000029
42,50459300,000001DC,000003D5,00010000,00030000,000CDCC1,3C2FA226,2801273D,9007F816,00000020,0000002A
