sample_seq,host_gap_ns,reg0,reg1,reg2,reg3,reg4,reg5,reg6,reg7,reg8,reg9
1,0,00060000,000503D9,00020008,00000000,00003205,3C004E20,2BFCE4DB,4007F8DC,023C0001,00000001
2,101526300,060EF9F2,0008F9F2,FFFE0006,00000000,00003205,3C004E20,2BF8E4A9,4007F8DE,02780001,00000002
3,47178200,00050006,00090000,FFFB0001,00000000,00003205,3A004E20,2BF4E46F,4007F8DE,02B40001,00000003
4,48799200,00010006,0007FFFD,FFF8FFFB,00000000,00003205,38004E20,2BF0E437,4007F8DD,02F00001,00000004
5,45297500,FFFF004C,000305EE,FFF7FFF9,00000000,00FF3205,3C004E20,2BF8E40A,5007F8DC,02380F01,00000005
6,47269100,00030056,FFFF060E,000EFFF8,00000000,00003203,3E004E20,2BFCE3ED,4007F8DB,02300281,00000006
7,111600600,FFEE0162,FFFC060E,000CFFFA,00010000,00003206,3E004E20,2BFCE3E6,4007F8DB,02C408A1,00000007
8,14803700,000E0148,FFFA05E9,FFF6FFFF,00010000,00003206,3E004E20,2800E3F8,4007F8DC,02181DA1,00000008
9,50762500,FFFE01C9,FFFB04DE,000B0003,00010000,00013207,38004E20,2800E41E,4007F8DC,023C11A1,00000009
10,50201500,000B018E,FFFE0439,00120004,00020000,00013208,38004E20,2800E455,4007F8DC,024417A1,0000000A
11,50048600,00080174,000203DB,00090002,00020000,00013209,38004E20,2800E493,4007F8DC,02401BE1,0000000B
12,52059400,FFFD0192,000503AC,0020FFFE,00020000,0002320D,3C004E20,2800E4CD,4007F8DB,02342121,0000000C
13,50932200,001101A4,0006039B,0007FFFA,00020000,0002320F,42004E20,2800E4FB,4007F8DB,022825A1,0000000D
14,50543100,FFFD018D,00060399,0018FFF8,00020000,00023212,44004E20,2800E515,4007F8DB,021C2B21,0000000E
15,50323700,00010183,0002039F,000BFFFB,00020000,00023214,42004E20,2800E518,5007F8DC,02142F61,0000000F
16,49724800,FFFC01B6,FFFE03A8,000BFFFF,00020000,00033218,3C004E20,2800E505,5007F8DD,020C25E1,00000010
17,50941800,00000187,FFFA03B2,000A0005,00020000,0003321C,36004E20,2800E4DF,5007F8DC,020439E1,00000011
18,49851600,000401A2,FFF703BC,000C0008,00020000,00033221,36004E20,2800E4AF,5007F8DC,02043FE1,00000012
19,51620600,0007017E,FFF703C5,00110008,00020000,00043226,3A004E20,2800E47C,5007F8DC,02003421,00000013
20,51293000,000D0177,FFFA03CD,000E0005,00020000,0004322B,40004E20,2800E44F,5007F8DB,02003920,00000014
21,52990500,000B016C,FFFE03D4,001A0000,00020000,00043231,44004E20,2800E431,5007F8DD,02003D60,00000015
22,51208700,000D018A,000203D9,0017FFFB,00020000,00053236,42004E20,2800E425,5007F8DD,020032A0,00000016
23,52976900,000A017F,000503DC,001DFFFA,00020000,0005323C,3C004E20,2800E42F,5007F8DE,01003760,00000017
24,47892100,00050189,000703DC,001EFFFD,00020000,00053242,36004E20,2800E44E,6007F8DE,01004C20,00000018
25,51539100,00040185,000503DB,001D0001,00020000,00063249,32004E20,2800E47E,6007F8DC,010040E0,00000019
26,50927900,0005018E,000203D8,001A0005,00020000,0006324F,36004E20,2800E4B7,6007F8DB,01004620,0000001A
27,52464400,00060191,FFFE03D5,00160007,00020000,00063255,3C004E20,2800E4F0,6007F8DA,01004B20,0000001B
28,48966300,000B0197,FFFB03D2,00130005,00020000,0007325B,42004E20,2800E51E,6007F8DB,01004020,0000001C
29,51536600,000D01A2,FFFA03D0,00100000,00020000,00073262,44004E20,2800E53B,6007F8DC,010045A0,0000001D
30,50507200,001201AE,FFFB03D0,0010FFFB,00020000,00073268,3E004E20,28012637,6007F8DD,01004B20,0000001E
31,50587800,001501BF,FFFF03D7,0011FFF7,00030000,0008326F,3A004E20,2801261E,6007F8DD,010040E0,0000001F
32,50783600,000E01A6,000303D3,0015FFF8,00030000,00083277,36004E20,280125EB,7007F8DD,01004520,00000020
33,49407400,00070079,000703D4,0016FFFD,00020000,0008327E,38004E20,280125A4,7007F8DA,010035A0,00000021
34,134703200,00090122,000903D6,001B0001,00020000,00083285,3E004E20,28012556,7007F8D9,01004B20,00000022
35,19454000,00080234,000803D7,001E0004,00020000,0009328D,42004E20,2801250B,B007F8DA,010042E0,00000023
36,46915900,000902BD,000503D8,00220005,00030000,00093295,42004E20,280124D0,9007F8DB,01004BE0,00000024
37,51415000,000E0238,000103D7,00220004,00030000,000A329D,40004E20,280124AC,9007F8DE,01004160,00000025
38,49159800,00150230,FFFD03D5,001DFFFF,00030000,000A32A5,3A004E20,280124A3,9007F8DF,01004960,00000026
39,51624100,001901E5,FFFA03D2,001CFFFC,00030000,000A32AE,38004E20,280124B8,9007F8DF,01004EA0,00000027
40,49788400,001701FB,FFF903CF,002DFFFA,00030000,000B32B9,38004E20,280124E5,9007F8DD,010045E0,00000028
41,50574200,001D01BF,FFFB03CE,0021FFFC,00030000,000B32C3,3A004E20,28012523,9007F8DA,01004A60,00000029
42,47872800,001C01D9,FFFE03CF,00140000,00030000,000C32CD,3E004E20,28012568,9007F8DA,01004120,0000002A
43,48999600,001501B2,000203D1,001B0006,00030000,000C32D7,3E004E20,280125A6,9007F8DA,010045A0,0000002B
44,49033200,001901D0,000503D4,00260009,00030000,000C32E3,3C004E20,280125D3,9007F8DC,01004C60,0000002C
45,53009400,001801B7,000603D7,00270009,0003FFFF,000D32EE,3C004E20,280125E6,9007F8DF,020040E0,0000002D
46,48505900,001F01D8,000403D9,002B0005,0003FFFF,000D32FA,3A004E20,280125DB,9007F8DF,010047A0,0000002E
47,104454300,002201BE,000003DB,00300000,0003FFFF,000D3306,3A004E20,280125B5,9007F8DE,02004C60,0000002F
48,13766500,002801DE,FFFC03DA,0034FFFB,0003FFFF,000E3313,3C004E20,2801257A,9007F8DB,02004320,00000030
49,49130300,002D01C5,FFF903D8,0036FFF9,0003FFFF,000E3320,3C004E20,28012533,9007F8D8,02004820,00000031
50,51500400,003001E3,FFF803D6,0037FFFB,0003FFFF,000E332D,3E004E20,280124EE,9007F8D8,02004EE0,00000032
51,50710600,002D01D2,FFF903D3,0035FFFF,0003FFFF,000F333B,3C004E20,280124B5,A007F8DA,02004460,00000033
52,50837400,002D01F3,FFFC03D1,00330003,0003FFFF,000F3349,3A004E20,2BFD2493,A007F8DD,02FC4B20,00000034
53,49923800,002A01E9,000103D1,00300006,0003FFFF,00103357,3E004E20,2BFD248C,A007F8DF,02FC40E0,00000035
54,50194600,002D020C,000503D1,002F0004,0003FFFF,00103366,3E004E20,2BFD24A2,A007F8DF,02FC47E0,00000036
55,50848100,002F01FF,000803D4,002F0000,0003FFFF,00103375,40004E20,2BFD24D3,A007F8DD,02FC4DE0,00000037
56,50649200,00350217,000803D6,0031FFFB,0003FFFF,00113384,3E004E20,2BFD2518,A007F8DA,02FC44E0,00000038
57,48273600,00390207,000503D9,0034FFF8,0003FFFF,00113394,3A004E20,2BFD2567,A007F8D8,02FC3AE0,00000039
58,51538900,003F0217,000203DB,0039FFF8,0003FFFF,001233A4,38004E20,2BFD25B4,A007F8D9,02FC31E0,0000003A
