sample_seq,host_gap_ns,reg0,reg1,reg2,reg3,reg4,reg5,reg6,reg7,reg8,reg9
1,0,00000000,000003D5,00000000,00000000,000025F8,3C004E20,2BFCE494,40FFF816,00000001,00000001
2,200322600,F80007FF,0000F800,00000000,00000000,000025F8,3C004E20,2BF8E494,40FE2016,00000001,00000002
3,248920600,00000000,00000001,00000000,00000000,000025F8,3C004E20,2BF4E494,40FE2816,00000001,00000003
4,220735700,00000000,00000001,00000000,00000000,000025F8,3C004E20,2BF0E494,40FE3816,00000001,00000004
5,134019500,FFFF0045,000005F4,00010001,00000000,00FF25F7,3C004E20,2BF8E494,50FE4816,00000001,00000005
6,163693900,FFFE004F,000007FF,0005FFFF,00000000,000025F7,3C004E20,2BFCE494,40FE3016,00000001,00000006
7,169062300,0004015E,0000077A,FFEFFFFF,00010000,FF0025F3,3C004E20,2BFCE494,40FE2016,00000021,00000007
8,182720600,FFE9015E,000005EC,FFFAFFFF,00010000,FF0025F3,3C004E20,2800E494,40FE3016,00000021,00000008
9,173246400,0006017D,000004DF,FFF3FFFE,00010000,FF0125EE,3C004E20,2800E494,40FE3816,00000021,00000009
10,185654400,FFEF01D2,00000436,FFF5FFFF,00020000,FF0125EC,3C004E20,2800E494,40FE5016,00000021,0000000A
11,183589200,00050177,000003D7,FFDDFFFF,00020000,FF0125E6,3C004E20,2800E494,40FE6016,00000021,0000000B
12,166426500,FFED019C,000003A7,FFEEFFFF,00020000,FF0225E3,3C004E20,2800E494,40FE8816,00000021,0000000C
13,146855600,FFFC0180,00000397,FFEE0000,00020000,FF0225DE,3C004E20,2800E494,40FE9816,00000021,0000000D
14,135536800,FFFC019F,00000397,FFEE0000,00020000,FF0225D8,3C004E20,2800E494,40FEB816,00000021,0000000E
15,180628600,FFFC0174,000003A0,FFE80000,00020000,FF0225D1,3C004E20,2800E494,50FED816,00000021,0000000F
16,215240100,FFF501BB,000003AB,FFE80000,00020000,FF0325CB,3C004E20,2800E494,50FF0816,00000021,00000010
17,161186000,FFF90189,000003B7,FFE80000,00020000,FF0325C4,3C004E20,2800E494,50FF3816,00000021,00000011
18,149428700,FFF901A7,000003C0,FFE80000,00020000,FF0325BD,3C004E20,2800E494,50FF6816,00000021,00000012
19,164396400,FFFA017F,000003C8,FFE40000,00020000,FF0425B6,3C004E20,2800E494,50FFA016,00000021,00000013
20,146989800,FFF8017E,000003CE,FFEB0000,00020000,FF0425AF,3C004E20,2800E494,50FFD816,00000021,00000014
21,134608200,FFFA0172,000003D1,FFE30000,00020000,FF0425A7,3C004E20,2800E494,50FFE816,00000021,00000015
22,122684000,FFF5018C,000003D3,FFE80000,00020000,FF0525A0,3C004E20,2800E494,50FFF816,00000021,00000016
23,142703800,FFF70181,000003D5,FFE40000,00020000,FF052599,3C004E20,2800E494,50FFF816,00000021,00000017
24,122153900,FFF60184,000003D5,FFE40000,00020000,FF052591,3C004E20,2800E494,60FFF816,00000021,00000018
25,113694000,FFF5017F,000003D6,FFE30000,00020000,FF062588,3C009F40,2800E494,60FFF816,00000008,00000019
26,133263500,FFAD0152,FFFE03D6,FFB00000,00020001,FF062577,3C009F40,2800E494,60FFF816,00000020,0000001A
27,118021200,FF8F0079,FFFF03D6,FF990001,00020001,FF06255C,3C009F40,2800E494,60FFF816,00000020,0000001B
28,115115600,FFB7FFCA,000003D6,FF900002,00010001,FF06253D,3C009F40,2800E494,6007F816,00000020,0000001C
29,131533500,002AFF51,000303D6,FFCE0002,00010001,FF062528,3C009F40,2800E494,6007F816,00000020,0000001D
30,124672900,004CFF14,000203D5,FFEC0002,00000000,FF05251F,3C009F40,28014A27,6007F816,00000020,0000001E
31,126176300,0021FEED,000103D5,FFF70002,00000000,FF05251C,3C009F40,28014A27,6007F816,00000020,0000001F
32,121650400,000FFEE1,000003D5,FFFC0001,FFFF0000,FF05251A,3C009F40,28014A27,6007F816,00000020,00000020
33,113677300,0007FED5,000003D5,FFFF0001,FFFF0000,0005251A,3C009F40,28014A27,6007F816,00000020,00000021
34,129916300,0003FEDF,000003D5,FFFF0001,FFFF0000,00042519,3C009F40,28014A27,5007F816,00000020,00000022
35,118257500,0002FED2,000003D5,00000001,FFFF0000,00042519,3C009F40,28014A27,5007F816,00000020,00000023
36,123235300,0001FEE2,000003D5,00000000,FFFE0000,00042519,3C009F40,28014A27,5007F816,00000020,00000024
37,135211800,0000FEDC,000003D5,00000000,FFFE0000,00042519,3C009F40,28014A27,5007F816,00000020,00000025
38,131440800,0000FEE8,000003D5,00000000,FFFE0000,00042519,3C009F40,28014A27,5007F816,00000020,00000026
39,138947100,0000FEE5,000003D5,00000000,FFFE0000,00032519,3C009F40,28014A27,5007F816,00000020,00000027
40,120677800,0000FEF4,000003D5,00000000,FFFE0000,00032519,3C009F40,28014A27,5007F816,00000020,00000028
41,119962200,0000FEEE,000003D5,00000000,FFFE0000,00032519,3C009F40,28014A27,5007F816,00000020,00000029
42,123910900,0000FEFE,000003D5,00000000,FFFE0000,00032519,3C009F40,28014A27,5007F816,00000020,0000002A
43,112818300,0000FEF7,000003D5,00000000,FFFE0000,00022519,3C009F40,28014A27,5007F816,00000020,0000002B
44,121485600,0000FF0D,000003D5,00000000,FFFE0000,00022519,3C009F40,28014A27,5007F816,00000020,0000002C
45,117174000,0000FCD1,000003D7,00000005,FFFE0000,00012519,3C009F40,28014A27,5007F816,00000020,0000002D
46,130862400,0000F800,000003D8,00000004,FFFC0000,00002519,3C009F40,28014A27,4007F816,00000000,0000002E
47,118843600,0000FF72,000003CF,0000FFFF,FFFC0000,00002519,3C009F40,28014A27,4007F816,00000000,0000002F
48,123187100,0001008B,000003D2,FFF9FFFD,FFFD0000,00002519,3C009F40,28014A27,4007F816,00000020,00000030
49,127082100,FFFE0018,000003D5,0008FFFD,FFFD0000,00002519,3C009F40,28014A27,4007F816,00000020,00000031
50,129672800,FFFD0039,000003D5,0004FFFD,FFFE0000,0000251A,3C009F40,28014A27,4007F816,00000020,00000032
51,109571000,00020008,000003D6,0005FFFE,FFFF0000,0000251B,3C009F40,28014A27,4007F816,00000020,00000033
52,120549400,00020049,000003D5,FFFEFFFE,FFFF0000,0000251B,3C009F40,28014A27,4007F816,00000020,00000034
53,130956500,FFFFFFF2,000003D6,FFFE0000,00000000,0000251C,3C009F40,28014A27,4007F816,00000020,00000035
54,115344200,0003003B,000003D5,FFFDFFFF,00000000,0000251C,3C009F40,28014A27,4007F816,00000020,00000036
55,122835000,FFFEFFE4,000003D6,FFFD0000,00000000,0000251C,3C009F40,28014A27,4007F816,00000020,00000037
56,118058600,0001002B,000003D5,0001FFFF,00000000,0000251C,3C009F40,28014A27,4007F816,00000020,00000038
57,119660500,0000FFEA,000003D5,FFFA0000,00000000,0000251C,3C009F40,28014A27,4007F816,00000020,00000039
58,119670800,0000003B,000003D5,FFFEFFFF,00000000,0000251B,3C009F40,28014A27,4007F816,00000020,0000003A
59,116176300,FFFFFFE5,000003D5,00030001,00000000,0000251C,3C009F40,28014A27,4007F816,00000020,0000003B
60,117985400,0000002F,000003D5,0002FFFF,00000000,0000251C,3C009F40,28017482,4007F816,00000020,0000003C
61,124362900,0001FFE4,000003D5,FFFD0001,00000000,0000251C,3C009F40,28017482,4007F816,00000020,0000003D
