sample_seq,host_gap_ns,reg0,reg1,reg2,reg3,reg4,reg5,reg6,reg7,reg8,reg9
1,0,00000000,000003D5,00000000,00000000,0000235B,3D00027F,2BFCA83C,4004E016,00000008,00000001
2,112131300,07FF07FF,0000F800,00000000,00000000,0000235B,3C0101E0,2BF8A83C,4004E016,00000000,00000002
3,58477300,00000000,00000001,00000000,00000000,0000235B,3C0181F0,2BF4A83C,4004E016,00000000,00000003
4,48866900,00000000,00000001,00000000,00000000,0000235B,3C0281AE,2BF0A83C,4004E016,00000000,00000004
5,44825500,00010055,00000667,0000FFFF,00000000,0000235B,3C0201A9,2BF8A83C,5004E016,00000000,00000005
6,47085200,FFFE0020,000007FF,0000FFFE,00000000,0000235B,3C0101A4,2BFCA83C,4004E016,00000000,00000006
7,51011400,00010140,00000759,000CFFFF,00010000,0000235B,3C01817F,2BFCA83C,4004E016,00000020,00000007
8,57934300,0008018B,000005D7,FFF2FFFF,00010000,0000235A,3C028194,2800A83C,4004E016,00000020,00000008
9,55683200,FFFA01E9,000004D3,FFFDFFFF,00010000,0001235A,3C038185,2800A83C,4004E016,00000020,00000009
10,53695900,00010156,00000432,FFFFFFFF,00020000,00012359,3C0481C7,2800A83C,4004E016,00000020,0000000A
11,99113200,FFFB019A,000003D5,FFFEFFFF,00020000,0001235A,3C0601A3,2800A83C,4004E016,00000020,0000000B
12,73070200,0006018D,000003A8,FFF80000,00020000,00022358,3C0701A0,2800A83C,4004E016,00000020,0000000C
13,57652300,000001A1,00000398,FFF5FFFF,00020000,00022356,3C088191,2800A83C,4004E016,00000020,0000000D
14,56560400,FFFB0180,00000399,FFFD0000,00020000,00022355,3C0981DC,2800A83C,4004E016,00000020,0000000E
15,56099300,000001B2,000003A1,FFFF0000,00020000,00032355,3C0B01B1,2800A83C,4004E016,00000020,0000000F
16,52764800,00000183,000003AD,00000000,00020000,00032355,3C0C0197,2800A83C,5004E016,00000020,00000010
17,48341300,000001A7,000003B8,00000000,00020000,00032355,3C0D81C9,2800A83C,5004E016,00000020,00000011
18,50188100,0001017E,000003C1,00000000,00020000,00032355,3C0E81CB,2800A83C,5004E016,00000020,00000012
19,51006300,FFFF01A0,000003C8,00000000,00020000,00042355,3C10019E,2800A83C,5004E016,00000020,00000013
20,51410100,00000163,000003CE,00000000,00020000,00042355,3C110197,2800A83C,5004E016,00000020,00000014
21,56438900,00000170,000003D1,00000000,00020000,00042355,3C1201A8,2800A83C,5004E016,00000020,00000015
22,52680900,00000174,000003D4,00000000,00020000,00052355,3C13019E,2800A83C,5004E016,00000020,00000016
23,49603400,00000187,000003D5,00000000,00020000,00052355,3C1481A2,2800A83C,5004E016,00000020,00000017
24,53374300,FFFF0186,000003D5,00000000,00020000,00052355,3C1581B2,2800A83C,6004E016,00000020,00000018
25,55898300,0001018F,000003D6,00000000,00020000,00062355,3C1701D9,2800A83C,6004E016,00000020,00000019
26,59623600,0000018D,000003D6,00000000,00020000,00062355,3C1801B0,2800A83C,6004E016,00000020,0000001A
27,48804200,00010196,000003D6,00000000,00020000,00062355,3C190183,2800A83C,6004E016,00000020,0000001B
28,51722500,0000019C,000003D5,00000000,00020000,00072355,3C1A81EF,2800A83C,6004E016,00000020,0000001C
29,58352700,000001A7,000003D5,00000000,00020000,00072355,3C1B819C,2800A83C,6004E016,00000020,0000001D
30,57249800,000001B6,000003D5,00000000,00020000,00072355,3C1D01B2,2800D930,6004E016,00000020,0000001E
31,51234500,FFFF01C6,000003DA,00000000,00030000,00082355,3C1E81A6,2800D930,6004E016,00000020,0000001F
32,51932500,000101A6,000003D5,00000000,00030000,00082355,3C2001F6,2800D930,7004E016,00000020,00000020
33,64471100,00000076,000003D3,00000001,00020000,00082355,3C20021F,2800D930,7004E016,00000020,00000021
34,56872100,0000011F,000003D3,00000000,00020000,00082355,3C2101D2,2800D930,7004E016,00000020,00000022
35,57650300,0001022C,000003D3,0000FFFF,00020000,00092355,3C22818C,2800D930,B004E016,00000020,00000023
36,55853400,000002B6,000003D4,0000FFFF,00030000,00092355,3C2501E1,2800D930,9004E016,00000020,00000024
37,57794200,00000234,000003D5,00000000,00030000,000A2355,3C2681AB,2800D930,9004E016,00000020,00000025
38,55414200,00010230,000003D5,0000FFFF,00030000,000A2355,3C2801B9,2800D930,9004E016,00000020,00000026
39,59501800,FFFF01E5,000003D5,00000000,00030000,000A2355,3C298186,2800D930,9004E016,00000020,00000027
40,62488800,000101F1,000003D5,00000000,00030000,000B2355,3C2B0195,2800D930,9004E016,00000020,00000028
41,60665200,000001C3,000003D5,00000000,00030000,000B2355,3C2C81BF,2800D930,9004E016,00000020,00000029
42,56815900,FFFF01DC,000003D5,00000000,00030000,000C2355,3C2E018C,2800D930,9004E016,00000020,0000002A
43,57632700,000001B9,000003D5,00000000,00030000,000C2355,3C2F0198,2800D930,9004E016,00000020,0000002B
44,53608100,000001D7,000003D5,00000000,00030000,000C2355,3C308183,2800D930,9004E016,00000020,0000002C
45,52355400,000101B9,000003D5,00000000,00030000,000D2355,3C3201B5,2800D930,9004E016,00000020,0000002D
46,47827600,000001D8,000003D5,00000000,00030000,000D2355,3C3381AE,2800D930,9004E016,00000020,0000002E
47,49834900,000001C1,000003D5,00000000,00030000,000D2355,3C3501AB,2800D930,9004E016,00000020,0000002F
48,76849400,000001E0,000003D5,00000000,00030000,000E2355,3C360187,2800D930,9004E016,00000020,00000030
49,103338300,000001CD,000003D5,00000000,00030000,000E2355,3C37819F,2800D930,9004E016,00000020,00000031
50,8751200,FFFF01EA,000003D5,00000000,00030000,000E2355,3C3901AD,2800D930,9004E016,00000020,00000032
51,51996900,FFFF01DC,000003D5,00000000,00030000,000F2355,3C3A819E,2800D930,A004E016,00000020,00000033
52,50553700,000101FB,000003D5,00000000,00030000,000F2355,3C3C019D,2BFCD930,A004E016,00000020,00000034
53,50877800,000001EC,000003D5,00000000,00030000,00102355,3C3D81B7,2BFCD930,A004E016,00000020,00000035
54,50406900,FFFF0210,000003D5,00000000,00030000,00102355,3C3F01AB,2BFCD930,A004E016,00000020,00000036
55,51064000,000101FC,000003D5,00000000,00030000,00102355,3C4081D9,2BFCD930,A004E016,00000020,00000037
56,49623000,00000213,000003D5,00000000,00030000,00112355,3C4301F5,2BFCD930,A004E016,00000020,00000038
57,50910500,00000205,000003D5,00000000,00030000,00112355,3C440205,2BFCD930,A004E016,00000020,00000039
58,50953400,FFFF0216,000003D5,00000000,00030000,00122355,3C46021D,2BFCD930,A004E016,00000020,0000003A
59,50067600,00010209,000003D5,00000000,00030000,00122355,3C4781AA,2BFCD930,A004E016,00000020,0000003B
60,50266500,00000215,000003D5,00000000,00030000,00122355,3C488191,2BFCE7DE,A004E016,00000020,0000003C
61,51095700,0000020F,000003D5,00000000,00030000,00132355,3C4A81E2,2BFCE7DE,A004E016,00000020,0000003D
62,50510500,00010214,000003D5,00000000,00030000,00132355,3C4C01A0,2BFCE7DE,A004E016,00000020,0000003E
63,49517000,FFFF0211,000003D5,00000000,00030000,00142355,3C4E01C7,2BFCE7DE,A004E016,00000020,0000003F
64,50927100,00010214,000003D5,00000000,00030000,00142355,3C4F01A0,2BFCE7DE,A004E016,00000020,00000040
65,96655700,00000217,000003D5,00000000,00030000,00152355,3C5081A8,2BFCE7DE,A004E016,00000020,00000041
66,50624400,FFFF021A,000003D5,00000000,00030000,00152355,3C53020B,2BFCE7DE,A004E016,00000020,00000042
67,54051600,0002021A,000003D5,00000000,00030000,00152355,3C5381B9,2BFCE7DE,A004E016,00000020,00000043
68,48628700,FFFF0213,000003D5,00000000,00030000,00162355,3C5601BE,2BFCE7DE,A004E016,00000020,00000044
69,44058600,000001A0,000003D5,00000001,00030000,00162355,3C5701B5,2BFCE7DE,B004E016,00000020,00000045
70,47412600,000100C8,000003D6,00000002,00030000,00162355,3C570259,2BFCE7DE,B004E016,00000020,00000046
71,45070600,0000000F,000003D6,00000002,00020000,00162355,3C5781A0,2BFCE7DE,B004E016,00000020,00000047
72,48588200,FFFFFFA1,000003D5,00000002,00010000,00162355,3C5781A6,2800E7DE,B004E016,00000020,00000048
73,50075500,FFFFFF62,000003D5,00000002,00010000,00162355,3C5701A8,2800E7DE,B004E016,00000020,00000049
74,48228800,0003FF3E,000003D5,00000002,00000000,00162355,3C5681CD,2800E7DE,B004E016,00000020,0000004A
75,49552400,FFFEFF2B,000003D5,00000001,00000000,00162355,3C55819E,2800E7DE,B004E016,00000020,0000004B
76,45189300,0001FF1E,000003D5,00000001,FFFF0000,00152355,3C550195,2800E7DE,A004E016,00000020,0000004C
77,50341800,0000FF1A,000003D5,00000001,FFFF0000,00152355,3C55821D,2800E7DE,A004E016,00000020,0000004D
78,53242100,0001FF1B,000003D5,00000000,FFFF0000,00152355,3C538191,2800E7DE,A004E016,00000020,0000004E
79,51731500,FFFFFF48,000003D5,00000000,FFFF0000,00152355,3C52819F,2800E7DE,A004E016,00000020,0000004F
80,49477700,FFFFFFA4,000003D4,0000FFFF,FFFF0000,00152355,3C52819C,2800E7DE,A004E016,00000020,00000050
81,53820600,0002002E,000003D4,0000FFFF,FFFF0000,00152355,3C5281A8,2800E7DE,A004E016,00000020,00000051
82,50388200,FFFF00C2,000003D4,0000FFFE,00000000,00152355,3C5381AB,2800E7DE,A004E016,00000020,00000052
83,49413600,00010130,000003D5,0000FFFE,00000000,00152355,3C5501E0,2800E7DE,A004E016,00000020,00000053
