sample_seq,host_gap_ns,reg0,reg1,reg2,reg3,reg4,reg5,reg6,reg7,reg8,reg9
1,0,00000000,000003D5,00000000,00000000,0000FFE2,3CFF8281,2BFCE494,4007F816,00000008,00000001
2,23533300,07FFF800,0000F800,00000000,00000000,0000FFE2,3C0101E2,2BF8E494,4007F816,00000000,00000002
3,84239500,00000000,00000001,00000000,00000000,0000FFE2,3C0181F2,2BF4E494,4007F816,00000000,00000003
4,47142300,00000000,00000001,00000000,00000000,0000FFE2,3C0281B0,2BF0E494,4007F816,00000000,00000004
5,46732300,00000047,000005F4,00000001,00000000,00FFFFE3,3C0201A9,2BF8E494,5007F816,00000000,00000005
6,43973800,00060039,000007FF,00180000,00000000,0000FFE1,3C0101A4,2BFCE494,4007F816,00000000,00000006
7,115082700,FFF3013F,0000077A,0009FFFF,00000000,0000FFE4,3C01817F,2BFCE494,4007F816,00000020,00000007
8,15765900,0007016D,000005EC,000BFFFF,00010000,0000FFE5,3C020193,2800E494,4007F816,00000020,00000008
9,48431800,000601B8,000004DF,0003FFFE,00010000,0001FFE6,3C038184,2800E494,4007F816,00000020,00000009
10,49621600,00070196,00000437,0016FFFF,00020000,0001FFE6,3C0481C7,2800E494,4007F816,00000020,0000000A
11,50825100,FFFF01A4,000003D7,000CFFFF,00020000,0001FFE7,3C0601A2,2800E494,4007F816,00000020,0000000B
12,50538600,00040162,000003A8,FFF40000,00020000,0002FFE6,3C07019F,2800E494,4007F816,00000020,0000000C
13,51238900,FFF7017D,00000397,00100000,00020000,0002FFE9,3C080191,2800E494,4007F816,00000020,0000000D
14,51112600,0007019F,00000397,FFFD0000,00020000,0002FFE9,3C0981DC,2800E494,4007F816,00000020,0000000E
15,50064700,FFF70179,000003A0,00020000,00020000,0002FFE9,3C0A81B1,2800E494,4007F816,00000020,0000000F
16,51636200,00010193,000003AB,FFFD0000,00020000,0003FFE9,3C0C0197,2800E494,5007F816,00000020,00000010
